"","address","lat","lng","carpark_type","rate_half_hr","capacity","rate","extracted_address","NearbyTraffic_1984","NearbyTraffic_1985","NearbyTraffic_1986","NearbyTraffic_1987","NearbyTraffic_1988","NearbyTraffic_1989","NearbyTraffic_1990","NearbyTraffic_1991","NearbyTraffic_1992","NearbyTraffic_1993","NearbyTraffic_1994","NearbyTraffic_1995","NearbyTraffic_1996","NearbyTraffic_1997","NearbyTraffic_1998","NearbyTraffic_1999","NearbyTraffic_2000","NearbyTraffic_2001","NearbyTraffic_2002","NearbyTraffic_2003","NearbyTraffic_2004","NearbyTraffic_2005","NearbyTraffic_2006","NearbyTraffic_2007","NearbyTraffic_2008","NearbyTraffic_2009","NearbyTraffic_2010","NearbyTraffic_2011","NearbyTraffic_2012","NearbyTraffic_2013","NearbyTraffic_2014","NearbyTraffic_2015","NearbyTraffic_2016","NearbyTraffic_2017","NearbyTraffic_2018","NearbyTraffic_2019","NearbyTraffic_2020","NearbyTraffic_2021","NearbyTraffic_2022","NearbyTraffic_2023"
"41","912 Eglinton Avenue West",43.700543,-79.428073,"Surface",1.25,26,"1.25","912 Eglinton Avenue West",10039.4375,10322.375,9111.375,9532,9833,9410.625,10035.25,10871.125,9591.875,9197.5,12141.875,9989.1875,9614.125,10924.75,12693.75,9199.875,10380.625,8051,9136.125,5279.125,7892.625,7694.875,4566.875,6296.5625,9285.25,7506.625,7076.375,8662.125,10839.25,6187.25,5306.625,8950.5,7948.375,6620.5,3231.875,3892.125,4825.20833333333,1980.5625,3270.125,6617.625
"42","20 Prescott Avenue ",43.675143,-79.457513,"Surface",1,7,"1.00","20 Prescott Avenue ",7580.75,7569.75,7705.5625,8025.125,7302.25,8226.625,10933.75,8430.875,7763.375,7292.4375,7569.9375,7025.125,8529.25,8877.75,7387.875,6937.875,6151.125,7214.5625,7051.75,5647,4571.625,7674,6944.125,6332.25,6329.125,7611.5,4861,5698.5,6975.10416666667,4068.625,5061.75,5711.5,3779.1875,4126.875,4606.25,4456.0625,5499.26458333333,5252.95,5526.203125,4629.5
"43","77 Gough Avenue",43.679481,-79.346287,"Surface",1.5,17,"1.50","77 Gough Avenue",6514.5,7428.875,6827.875,8148.5,9058.375,8992.375,6746.875,7422.125,6823,5992.875,7895.875,5861.5,7856.375,9957,6698.25,2828.25,6819.25,2648.75,6788.1875,5013.5,3916.375,5445.75,3334.125,1528.25,4190.375,4998.625,4277.375,4458.375,4370.8125,3735.375,4806.3125,5863.91666666667,2204.75,5503.66666666667,2453.75,3103.375,3176.57291666667,3101.875,4912.33333333333,3473.625
"44","6 Sherwood Avenue",43.713751,-79.399213,"Surface",2,46,"2.00","6 Sherwood Avenue",9831.3125,11038,11216.875,7888.875,11617.75,10760.625,11239.375,10080,11119.125,9658.25,10786.875,10411.875,9874.25,10253.125,11583.125,10959.875,9747.625,7699.125,10690.375,6063,6867,8027.5,8830.125,10151.375,7227.125,9528.75,8120.25,7930.875,7562.875,8468.5,9156.375,5886.5,7443.5,3986.875,4932,4796.625,7203.875,4143.875,4553.75,3363.625
"45","141 Greenlaw Avenue",43.676198,-79.447739,"Surface",1,53,"1.00","141 Greenlaw Avenue",6831.125,7317,8333.9375,6422.625,6991.75,7943.75,9507.75,7840.75,6139.5,7726.125,9123.5625,8128.625,7209.5,7732.875,7334,7555.125,7902.25,6262.1875,8144.75,6672.25,6205.625,7292.625,3496.75,6887,5699.75,7681,5702.75,5367,6744.875,3584.625,4745.25,5583.75,8255.91666666667,3529.625,4152.5,5104.4375,4652.23958333333,6368.625,6577.2625,6570.75
"46","31 Langford Avenue",43.680613,-79.340751,"Surface",1.5,27,"1.50","31 Langford Avenue",7392,7015.375,6760,8052,10084,9062.125,7253.875,8193.75,7067,6669.25,7669.875,6342,8685.25,8471.375,7597.625,2450.125,5996.25,3218,5864.0625,6186.4375,3925,4682.625,3339.25,1528.25,5174.375,5884.625,5440,4458.375,2978.4375,5042.875,3996,6193.41666666667,5012.75,4781.5,2511.25,3861.375,3612.22916666667,4428.4375,4568.20833333333,3519.5
"47","265 Willard Avenue",43.650431,-79.481771,"Surface",1.5,88,"1.50","265 Willard Avenue",5580.875,7492,10532.0625,9271.125,11107.6875,7002.1875,8109,8572.5,7952.125,6799.375,7489.875,7038.375,7101.5625,8910.125,6757.75,5265.75,4289.75,7682.25,4862.5,4033.25,5702.875,4457,6837.625,6870.375,5837.3125,5128.375,3527.125,5425,6014.25,7195.125,5929.375,6135.875,5640.0625,6516.125,5283.375,5286.125,3488.3125,4588.3125,4712,3412.125
"48","376 Clinton Street",43.664441,-79.41758,"Surface",1.5,33,"1.50","376 Clinton Street",7176.625,8065.1875,9561.375,7869.25,8262.875,8842.375,9335,9080,5886.75,7482,5957,6366.375,7352.1875,6183.25,10107.25,6022.125,7080.625,6308.5,5768.875,5456.375,5535.375,1979.125,4111.375,5516.5,7050,6666.75,5438.125,5318.875,6673.3125,3859.5,4332.375,5948.5,7589.875,2983.98611111111,3056.625,4952.75,3465.58333333333,2475.75,4016.78125,2184.4375
"49","573 Gerrard Street East",43.665202,-79.353164,"Surface",1,37,"1.00","573 Gerrard Street East",5950.375,9948.75,7306.125,6936.875,9058.375,8035.75,6329.25,9503.625,7075,5970.125,8892.9375,6477,6142.75,6928,6965.125,7272.875,6516.5,7902.125,6984.375,5533.33333333333,3899.125,4548.75,3845.25,2940,4724.75,5345.125,5448,3864.375,4874.4375,3972.875,3757.0625,4666.875,3645.25,4671.3125,4973.75,5419.5625,3683.21875,4782.04166666667,3632.42708333333,4098.625
"50","12 Woodycrest Avenue",43.68035,-79.342339,"Surface",1.5,35,"1.50","12 Woodycrest Avenue",7392,7015.375,6549.5,8052,10084,8550.25,7253.875,8193.75,6736.25,6669.25,7895.875,5805.75,7579.625,8471.375,7013.5,2450.125,5856.375,2648.75,5864.0625,5606.5,3996.375,4682.625,2643.375,1528.25,5290.875,5742.5,5597.625,4458.375,2978.4375,4181,4521.8125,6231.16666666667,3369.75,4900.875,2287.5,3861.375,3159.82291666667,3742.4375,4568.20833333333,3678.875
"51","25 Glenforest Road",43.730266,-79.402734,"Surface",1.5,26,"1.50","25 Glenforest Road",10552.4375,11634.5625,11716.5,11838.1875,13943.25,12164.2083333333,12019.3125,10986.625,12550.25,12565.875,11553.25,12903.125,11100.5,11497.75,14703.125,4220.625,11482.5,8967.875,11393.5,5836,8458.375,11925.5,9566.875,9964.625,8997.25,8796.5,12326.3125,8128.625,8841.25,9334.75,9395.9375,6834.75,9052.75,8664.8125,6388.5,10611.5,7203.875,5135.9375,5225.875,6619.375
"52","995 Eglinton Avenue West",43.699612,-79.431131,"Surface",1.25,33,"1.25","995 Eglinton Avenue West",10148.8125,10165.625,8603,9598.625,9833,9410.625,10035.25,10875,10630.875,8715.875,10788.875,9989.1875,8061.75,9017.5,12693.75,9180.875,9255,7121.375,9033,5682.8125,7584.25,7990.25,4566.875,7082.3125,9298.875,7679.125,6480.25,6903.375,11365.25,4737.75,4523.25,8097.125,7541.8125,6037.875,2724.625,5297.5,4822.20833333333,2364.0625,4190.75,6617.625
"53","18 Ferrier Avenue",43.678945,-79.348798,"Surface",1.5,23,"1.50","18 Ferrier Avenue",6241.75,7508,7869.625,8321.75,9058.375,9158.25,7212.375,8185.5,6823,6199.25,8182.3125,6760.375,7725,9957,6698.25,3254.375,6674.125,2648.75,6215.8125,4980.625,4436,5215,3334.125,1183.75,5552.875,3805.25,4943.875,3805.875,4705.9375,3910.75,4806.3125,6162.14583333333,2204.75,5503.66666666667,2247.625,4023.125,3348.47916666667,5303.98958333333,3066.33333333333,3473.625
"54","1325 Queen Street West",43.64095,-79.433856,"Surface",1.5,32,"1.50","1325 Queen Street West",5359,4536.75,6247.875,5303.625,12051.625,6446.125,6819.875,9081.5,5798.625,5637.5,7723.75,7225.375,5434.5,7900.25,10737.125,3915.75,4891.75,4261.125,3907.875,6719.125,3598.3125,3268.75,3530.75,5861.125,4184.875,4813.125,5325.75,3833.75,6519.25,7055.4375,2889.625,4036,4559.8125,3677.875,4257.75,3575.4375,4927.92708333333,2594.5,3695.925,1078.625
"55","453 Spadina Road",43.689543,-79.412946,"Surface",1.5,55,"1.50","453 Spadina Road",10125,11034.125,11337.125,10832.125,10307.25,12017,11556.125,10480.375,7901.75,9782.625,10802.5,9538.875,11503.625,10421.375,11565,9091.75,5864.875,5535.625,9200.75,5345.5,5318.875,4190.125,6051.625,5758.375,4511.625,6015,8385.125,5232.875,8145.125,5814.125,2811.375,7843.375,9003.3125,4739.75,6819.1875,4487.625,2151.04166666667,5760.91666666667,5430.58928571429,4558.25
"56","18 Ossington Avenue",43.644655,-79.419286,"Surface",1.5,20,"1.50","18 Ossington Avenue",5671.875,5560.375,6593.25,6054.75,9435.625,6148.125,6945.875,6992.0625,7469.5625,5925.375,5715.125,5662.75,6566,8111.375,7678.625,3656.125,6010.875,4270,3791.25,3966.6875,3467.125,3113.75,2732,4756.625,4984.375,4661.625,4590.5,4264,4985.875,5186.4375,2151.875,4585.875,4337.3125,3086.5,3914.1875,3141.0625,5208.94791666667,891.375,3394.70833333333,2950.4375
"57","146 Harrison Street",43.650423,-79.424404,"Surface",1.5,79,"1.50","146 Harrison Street",6232.625,5405.375,5874,5655.375,9064.5,5913.625,6748.125,7992.625,4859.375,6132.875,5822.25,5676.25,6039.375,5836.625,7761.625,4514.375,6641.125,3922.5,3280.125,4602.0625,4971.5625,2841.25,2252.375,5009.4375,5470.47916666667,4623.625,4338,4156.5,4767.75,3448.25,2744.75,4713.25,5912.3125,3466.625,2976.375,3312.125,5605.3125,2441.45833333333,3944.58333333333,2533.75
"58","117 Hammersmith Avenue",43.671707,-79.294358,"Surface",1.5,30,"1.50","117 Hammersmith Avenue",8297.25,8275.625,9228.875,8441.75,9725.375,8444.875,9010.375,9944.875,9528,7756.875,9701.1875,7713.125,9968.25,7191.75,8309,6671.5,6479.875,4285.8125,7672.875,6390.75,7046.875,6900.25,2861.5,5392.5,3589.875,8124.3125,6842,5546.375,4430.375,8274.875,7273.875,5943.125,4560.125,5481,4092,5896.125,7201.54166666667,4800.58333333333,2495.9375,4505.125
"59","737 Rhodes Avenue",43.682926,-79.324476,"Surface",1.5,24,"1.50","737 Rhodes Avenue",4893.5625,6054.1875,5716.375,7310.25,9797.125,7465.625,7016.75,8610.25,7498,6726.375,7764.875,8107.75,7260.125,7518.625,6093.3125,6757,3108.5,3605.375,6669.75,4759.5,3380.625,6907,2886.125,542.75,3909.375,6928,5234.75,4539.5,5155.75,5653.625,5370.875,5310.08333333333,4041.1875,2821.25,1201.875,4694.72916666667,3426.26041666667,4406.71875,4530.33333333333,4085.875
"60","151 Hiawatha Road",43.672598,-79.322941,"Surface",1,50,"1.00","151 Hiawatha Road",6002.875,5810,5910.5,6836.625,9797.125,6949.625,7037.75,6900.75,8944.375,5890.25,6586.625,7211.5,7092.125,7931.25,8099.75,5765.875,3500.25,6047.25,7594.375,4493.6875,3717.75,3762.125,2638.25,3561.5,2643.125,5790.125,5338.375,5308.75,4644.375,6021.875,5396.875,5591.45833333333,4281.3125,6342.375,3698.375,5495.04166666667,2958.07291666667,4329.15625,4158,3917.625
"61","653 Gerrard Street East",43.665784,-79.350195,"Surface",1,30,"1.00","653 Gerrard Street East",6198.75,6866.5,7306.125,7334,9058.375,7119.5,6270.5,9837.25,6570.375,6280.625,8676.4375,6477,5583.25,6761.25,6475.625,6304.375,5120.5,7730.625,6558.5,5243.45833333333,4447.5,3734,3589.375,1795.75,5217.5,5080,5986.125,4292.625,4874.4375,4350,3215.75,4326.875,3866.83333333333,5249.625,5567.75,5569.1875,3481.96875,4943.95833333333,3582.92708333333,4744.625
"62","268 Rhodes Ave",43.672047,-79.320366,"Surface",1,38,"1.00","268 Rhodes Ave",6847,6687.25,6264.125,6836.625,9379,6134.875,7037.75,6900.75,8944.375,6758.375,5853.79166666667,8015.25,7555.5,7968.625,8099.75,6439,3500.25,6741.04166666667,6770.625,4634.8125,4746,4155.25,2439.25,3487.25,3251.375,5520.25,5277.875,5177,4644.375,6829.5,5396.875,5246.08333333333,4281.3125,6339.75,3729,6075.04166666667,3045.44791666667,4319.78125,3912.75,3917.625
"63","1155 King Street West",43.637863,-79.424011,"Surface",2,269,"2.00","1155 King Street West",5837.5625,4998.125,6509.125,5307.5,12051.625,6193.625,6342.875,7712.0625,7725.75,6029.5,7584.625,7140.375,6265,8314.375,9895.875,3506.25,4367.5,4178,3600.875,7222.5,4322.875,2296.625,3458.5,7606.5,4756.375,5160.25,4695.875,3931.5,5662.25,6218.5,2047.125,3733.375,4314.1875,2777.25,3664.25,3498.625,4782.23958333333,1503.875,2876.4375,2024.5
"64","166 Woodbine Ave",43.668252,-79.306226,"Surface",1,21,"1.00","166 Woodbine Ave",6987,7558.5,8967.75,8020.625,9188.875,8884.1875,8164.75,7792.25,9148.125,8133.875,9298.16666666667,7964.375,7839.5,8122.625,8337.8125,6245.25,6216.5,6993.97916666667,5697.0625,6997.3125,5828.125,6791.875,1173.875,4856.375,2892.375,7509.75,7455,6696.625,4620.875,7574.625,6930,5774.625,4312.6875,6811.625,5175,6859.91666666667,4394.69791666667,4590.8125,5895.0625,4503
"65","192 Boardwalk Dr",43.668004,-79.307384,"Surface",1,24,"1.00","192 Boardwalk Dr",6987,7558.5,8912.5,8020.625,9188.875,8361.625,7343.75,7792.25,9148.125,8410.25,9298.16666666667,7964.375,7839.5,8122.625,8337.8125,5782.625,6216.5,7316.60416666667,5697.0625,6997.3125,5260.375,6791.875,421.75,4856.375,2892.375,7672.25,7455,6696.625,4620.875,7574.625,6930,5774.625,4312.6875,6811.625,5175,6859.91666666667,4394.69791666667,4572.0625,5895.0625,4503
"66","116 Joseph Duggan Rd",43.667724,-79.308522,"Surface",1,24,"1.00","116 Joseph Duggan Rd",6987,7558.5,8912.5,8020.625,9188.875,8361.625,8152.625,7792.25,9148.125,8410.25,9298.16666666667,7964.375,7317.875,7689.5,8337.8125,5782.625,6216.5,7825.91666666667,5697.0625,6677.375,5260.375,6791.875,1232.5,4161.75,2892.375,7672.25,7455,6696.625,5436.25,7574.625,6632.25,6076.375,4312.6875,6247.125,5057.5,6859.91666666667,4265.69791666667,4572.0625,5895.0625,3739.375
"67","118 Sarah Ashbridge Ave",43.667445,-79.309487,"Surface",1,24,"1.00","118 Sarah Ashbridge Ave",6987,7558.5,8912.5,8020.625,9134.25,8361.625,8152.625,7792.25,9148.125,8410.25,9298.16666666667,7964.375,7317.875,7689.5,8585,5782.625,6216.5,7825.91666666667,6127.3125,6677.375,5676.5,6791.875,1314.625,5241.75,2892.375,7672.25,7455,6696.625,5436.25,7461,6460.75,6076.375,5067.4375,6247.125,5057.5,6859.91666666667,4265.69791666667,4572.0625,5895.0625,3739.375
"68","116 Winners Circle",43.667107,-79.31074,"Surface",1,10,"1.00","116 Winners Circle",6987,7558.5,8912.5,8020.625,9134.25,8361.625,8152.625,7792.25,9148.125,8410.25,9298.16666666667,7964.375,7317.875,7820.75,8585,6145.625,5794.375,7328.79166666667,5791.6875,6677.375,5676.5,7466.375,2420.625,5241.75,2892.375,7629.625,7341.875,6696.625,5436.25,8786,6460.75,6076.375,5563.5,6136.375,4848.875,6388.91666666667,4265.69791666667,4572.0625,5445.8125,3739.375
"69","157 Beatrice Street",43.654669,-79.416411,"Surface",1.5,18,"1.50","157 Beatrice Street",6141.875,6759.375,6960.875,6559.5,8390.125,6446.25,7444.5,7250.6875,5657.4375,6732.25,5253,5079.125,6234.75,6394.25,6789.8125,4491.625,7496.25,5320.5,4371.125,5638.375,4733.5,1485.875,3625.5,5401,5484.8125,6121.125,4714.875,5737.125,4350.375,3750.25,3257.625,5413.4375,5056.575,5340.4375,2539.75,2359.625,4367.58333333333,2698,4358.08333333333,3303.6875
"70","1675 Lakeshore Blvd. E. (Parks)",43.662417,-79.311188,"Surface",1,292,"1.00","1675 Lakeshore Blvd. E. ",6987,7028.125,8912.5,8020.625,9134.25,8361.625,8152.625,7499.125,8944.375,8342.375,8547.04166666667,6937,7555.5,7963.375,8131.25,6251.875,6449,7328.79166666667,6838.0625,6441.9375,4688.5,7466.375,3794.5,5241.75,2491.75,7216.375,7341.875,6696.625,6457.75,7595.25,5728.5,6270.375,5563.5,6136.375,4751.375,6388.91666666667,4265.69791666667,4572.0625,5740.8125,3739.375
"71","20 Ashbridges Bay Park Road (Parks)",43.660056,-79.311365,"Surface",1,270,"1.00","20 Ashbridges Bay Park Road ",6987,7028.125,8912.5,8020.625,9134.25,8361.625,8152.625,7499.125,8944.375,8342.375,8547.04166666667,6937,7555.5,7963.375,7545,6251.875,6008.375,7328.79166666667,7079.5,6328.0625,4105.625,7190.25,3794.5,4451.625,2491.75,7216.375,7341.875,6131,7066.125,7595.25,5728.5,6270.375,5563.5,6136.375,4751.375,6075.04166666667,4265.69791666667,4572.0625,5740.8125,3739.375
"72","15 Price St",43.679814,-79.390007,"Surface",1.5,71,"1.50","15 Price St",11431.75,11536.5,13454.25,12278.375,10849.875,12293.375,12713.125,11361.75,11146.125,11698.375,14722.5,11047.625,11889.5,8356.75,10518.375,10233.5,9400.4375,7106.75,8253.25,8999.125,7046,5495.5,8826.875,3598.375,8343.625,7678.8125,7520.625,6848.25,8807.375,2750.75,6790,6296.75,8560.375,7709.25,8706.125,5841.8125,6569.40625,4671.75,4211.66666666667,4607.75
"73","1167 Eastern Avenue",43.665986,-79.313049,"Surface",1,66,"1.00","1167 Eastern Avenue",6987,7028.125,8129,8020.625,9134.25,8361.625,8321.125,7499.125,8944.375,8342.375,8547.04166666667,7834.625,7555.5,8094.625,7629.5,6251.875,6154.375,6628.35416666667,7079.5,6239.25,5404.5,7466.375,3803.375,5241.75,2491.75,6411.5,7184.125,6696.625,7040.5,7595.25,5728.5,6222.625,5700.75,6136.375,4811.125,6613.29166666667,4265.69791666667,4572.0625,5444.02083333333,3739.375
"74","1141 Eastern Avenue",43.66566,-79.314079,"Surface",1,18,"1.00","1141 Eastern Avenue",6987,7028.125,8129,8020.625,9134.25,8361.625,8321.125,7499.125,8944.375,8342.375,7553.16666666667,7834.625,7555.5,7928.125,7629.5,5605,5660.875,6628.35416666667,7513.375,6239.25,5404.5,7190.25,3803.375,5241.75,3198.375,6411.5,7184.125,6176.75,6672,7595.25,5728.5,6212.125,5199.3125,6136.375,4751.375,6075.04166666667,4282.90625,4572.0625,5358.14583333333,3739.375
"75","1117 Dundas Street West",43.649267,-79.420135,"Surface",1.5,37,"1.50","1117 Dundas Street West",6038,5709.75,6603.875,6559.5,9064.5,6193.625,6653.125,6968.4375,4780.75,5797.5,5478.75,5398.5,6422.25,6353.375,6667.0625,4758.5,6605.625,4095.5,3524,5086.25,4982.5,2695.875,2799.875,4814.625,5477.125,4378.125,4166.375,4141.5,4786.875,4900.625,3054.5,3932.25,5055.3125,3516.5625,3337.8125,1963.625,5278.36458333333,1433.75,4802.08333333333,3485.5
"76","465 Huron Street",43.667778,-79.401648,"Surface",2,15,"2.00","465 Huron Street",9444,13103.0625,13621.125,13289.625,8938.125,11650.25,11543,10015.625,7801.875,8203,13865.5,12156.625,6286.25,9155.625,8884.625,7767.625,12724.4791666667,6719.375,8913.875,10343,6620.875,3719.5,5098.875,7691.5625,7618.3125,6048.125,6279.875,6907.75,7005.875,6526.25,6901.875,4734.625,9479.5,6145.33333333333,4601.125,6032.75,4894.96875,5828.02777777778,5934.175,6460.35416666667
"77","2001 Lake Shore Blvd. West (Parks)",43.634103,-79.469036,"Surface",1,185,"1.00","2001 Lake Shore Blvd. West ",5181.625,9707.25,11314.8125,7754.125,12061,11179.5625,8340.875,10139.5,9453.75,6629.5625,8960.875,11455.125,7249.0625,10327.625,8369.5,7760.875,8826.5,10795,6464.625,7540.625,9722.5,5467.375,7441.25,8086.625,10372.375,9861.75,4990,6628.5,9424.125,6553.375,10380.125,5113.25,9262.875,5358,4017.625,5644.625,5239.89375,6539.25,4377.1875,4415.5
"78","2001 Lake Shore Blvd. West (Parks)",43.637123,-79.462266,"Surface",1,187,"1.00","2001 Lake Shore Blvd. West ",5399.625,8556.125,10849.6875,7730,12099.375,9029.25,9110.625,10157.625,10760.375,6629.5625,9377.875,13320.875,6593.375,9289,8665.125,7454.875,10008.75,9582.625,4451.875,7540.625,9659.125,9910.625,6159.3125,7875.25,9815.625,8640.5625,4988.875,7174.875,10432.5,7962.8125,8373.25,4497.6875,10052.625,2611.625,2847.375,3855,5761.925,6944.5625,3490.5625,2697.75
"79","1575 Lake Shore Blvd. W. (Parks)",43.637473,-79.451301,"Surface",1,193,"1.00","1575 Lake Shore Blvd. W. ",6029.25,7207.25,10147.125,6908.25,12051.625,8921.5,11321.375,10720.75,10547.5,6288.375,9575.75,10764.125,6306.25,8848.25,11389.25,5534.375,8557.875,6296.875,4701,5709.375,5691.125,6941.5625,6154.375,8242.5,8095.58333333333,9919.4375,7179.6875,6503.5,9364.625,7982.6875,7658.25,5056.5,6816.25,2145.125,2814.375,3674.5,5523.05,6774.6875,4704.25,2288.125
"80","300 Remembrance Drive ",43.6330895,-79.4087431,"Surface",1,65,"1.00","300 Remembrance Drive ",6401.1875,7402,8639.875,5785.625,11473.75,8777.25,8770.625,7820.8125,10183.6875,6592.125,6792.125,11018.5,10077.625,11619.125,8873.25,6384,8937.1875,8507.625,9460.625,10103.75,5107.625,4622.25,7598,6330.25,7486.875,7296.125,7741.625,7536.75,5173.625,4809.375,3845.375,5418.29166666667,6759.42916666667,4084.625,4817.75,5825.875,4570.36458333333,4599.375,2831.5,2277.25
"81","1275 Lakeshore Blvd. W. (Parks)",43.6338559495817,-79.4382742037049,"Surface",1,120,"1.00","1275 Lakeshore Blvd. W. ",5170.75,4649.25,7946.125,5808.125,12051.625,6212.125,7501,9723.5,7126.25,5843.875,9163.25,8950.5,6770.625,9592.25,10982.875,5418.625,6392.375,5862.125,5667.75,6241.125,3608.125,2773.875,4420.875,8907.5,4239.875,6979.0625,5642.5,4427.875,8121.25,7055.4375,2889.625,4268.875,4873.6875,3826.0625,5702.875,3747.6875,4927.92708333333,2577,4707.125,1590.875
"82","363 Adelaide Street West",43.646712,-79.39491,"Surface",3.5,23,"3.50","363 Adelaide Street West",8683.75,11051.5,10411.875,10383.375,9049.25,10116.25,9745.625,8251.875,8507.5,6156,13709.75,7372.0625,8602.5,10923.375,7940.875,6190.25,7379.0625,7556.125,6732,7079.25,6852.9375,3565.5,6528,8861,5666.375,6063.375,5996.125,6059.25,8031.125,5295.125,5607.375,5691.4375,7808.24375,5144.125,4008.375,5545.75,4912.53125,5342.375,4199.5,3769.125
"83","205 McCaul Street",43.657231,-79.392475,"Surface",3,38,"3.00","205 McCaul Street",10548.5,11060.125,11777.75,15430.625,9390.125,11319.125,13116.75,12351.25,8105.875,7584.125,13361,7639,7624,8846.125,9285.25,8113.125,10448.125,7082.25,9421.5,6825.5,8625.1875,7956.25,6533.5,5038.25,5198,8783.125,6317.875,7437.375,6191.375,4709.625,6773.625,6843.3125,9142,7459.875,5673.125,7716.3125,5114.96875,7433.71875,4692.91666666667,3164.25
"84","1445 Bathurst Street",43.682499,-79.41787,"Surface",1.5,25,"1.50","1445 Bathurst Street",8754.25,9657.875,9001.125,10660.75,9833,9972.625,8957.375,8978,8373,8354.125,9290.875,8141.25,10848,9010.75,10908,8864.75,7409.625,5949.5,8295.25,7526.5,7751.625,5053,5146.125,7886.625,4954.125,5423.875,8292.75,5742.625,7303.25,3645.125,4534.5,9044.8125,7831.3125,3022.25,7283.8125,6462.75,2555.70833333333,3619.5625,3478.59375,5029.75
"85","3354 Dundas Street West",43.665668,-79.4819,"Surface",1,13,"1.00","3354 Dundas Street West",7756.25,7887,9738.8125,10212.5,9213.8125,8177.5625,9010.875,9949.625,7383.125,5975.875,9869.875,7146.75,10176.5,7005.25,7663.875,5413.125,4675.625,6070.5,5765.375,4008.5,5943.125,7175.5,7811.25,6453.75,5442.1875,4786.54166666667,4956.375,6005.625,5114.6875,6145,6087.5,6301.25,7059.4375,5521.5,7503.3125,2522.5,3381,6349.825,2837.75,5098.4375
"86","87 Richmond Street East",43.652464,-79.374326,"Surface",2.5,20,"2.50","87 Richmond Street East",9705.5,9945.25,10068.875,10832.75,10716.625,9644.8125,9036.625,8646.375,7512.25,7281.125,12102.625,7373,9027.5,8333.75,9291,7558.625,7409.25,7698.625,7208.75,7291,8899.5,6785.5,6653.625,8470.625,5936.875,8128.75,8202.1875,7711.5,6747.5,6394,5466.5625,7090.97916666667,7500.16666666667,6100.625,5433.3,5751.125,4160.4375,3827.75,5189.70833333333,3734.8125
"87","789 St. Clair Avenue West",43.680738,-79.429629,"Surface",1,18,"1.00","789 St. Clair Avenue West",8258.25,9245.625,7212.375,7465.75,8570.625,8624.625,8294.75,7638,7072.5,8951.375,9656.875,8835.375,8838.4375,8986.625,10420.375,8298.875,6447.125,5334.25,6455.875,4566.3125,4971.25,3480.875,3397,5500.625,5779.25,4829.875,5467.25,5247.8125,5522.5,2646.875,2623.25,7006,8077.91666666667,3649.125,3397.125,3357.875,2312.04166666667,2381.55,2495.53125,2559.75
"88","1501 Yonge Street",43.6892603924517,-79.3942691134918,"Surface",2,37,"2.00","1501 Yonge Street",11201.875,12318.25,12669.375,12821.375,11770,13481.25,13457.875,11175.625,10435.5,10943.5,11984.625,10250.125,10983.875,10986.5,11860.75,10299.625,10613,10537,11350.75,4524,7039.25,5840.75,7637.125,9430.75,8787,4704.3125,8848,4749.75,8668.75,5289.625,10372.875,8426,10603.4375,8774.5,8462.9375,3437.1875,3317.84375,6793.34722222222,4532.2693452381,5959.875
"89","34 Hanna Avenue",43.638242,-79.419812,"Surface",2,184,"2.00","34 Hanna Avenue",6017.4375,6064.75,6391.5,5048.375,12051.625,6991.5,7312.875,6881.4375,8770.5625,6029.5,7671.75,6604,7650,10228.125,9081.875,3434,5164.125,4576.25,4613.375,5525.6875,3811.75,3409.375,3701.375,6200.5,4556,7028.125,5642.5,4729.125,5924,5396.0625,1738,3733.375,4314.1875,3810.625,3384.4375,3955.25,5489.92708333333,2058.875,2121.875,2602.5
"90","80 Clinton Street",43.656346,-79.414555,"Surface",1.5,25,"1.50","80 Clinton Street",6141.875,7408.75,7949.875,9105.375,7533,7182.625,8192.625,7749.375,5657.4375,6732.25,5654.75,5972.625,5764.375,6238.5,6595.375,4547.5,7370.25,5202.5,5034.875,5273.125,4657.75,2656.25,3895.25,4823.5,5712.9375,5397.5,5007.875,5737.125,5172.5,4215.75,4566.5,5413.4375,6536.60625,5185.3125,2295,3279.375,3903.67708333333,2437.75,4807.96875,3342.75
"91","646 St. Clair Avenue West",43.682103,-79.4242,"Surface",1.25,18,"1.25","646 St. Clair Avenue West",8737,9070.125,8820.375,7545.25,8570.625,10183.125,8734.5,8708.625,7746,8284.375,8985.375,8896.625,10706.4375,8765.5,11611.75,8641.625,7021.125,4880.25,6627.875,7177.875,6361.25,3194.75,4448,7300.5,5392.875,4484.5,8353.5,6102.125,5598.5,3645.125,3882.125,8058.9375,7728.875,3540.25,6503.5625,4107.125,2312.04166666667,2970.6875,2764.28125,3578.0625
"92","105 Spadina Avenue",43.64668,-79.395233,"Surface",3.5,14,"3.50","105 Spadina Avenue",8683.75,11051.5,10411.875,10383.375,9049.25,10116.25,9646.875,8265.6875,8507.5,6156,13709.75,7372.0625,8602.5,10923.375,7940.875,6190.25,7379.0625,7556.125,6732,7049.75,6029.8125,3235.875,7369.125,8493.125,5666.375,6063.375,5996.125,6059.25,8031.125,5295.125,5607.375,5819.375,8432.36875,5116.125,4008.375,5545.75,4912.53125,5342.375,4266.75,4036.5625
