"","address","lat","lng","carpark_type","rate_half_hr","capacity","rate","extracted_address","NearbyTraffic_1984","NearbyTraffic_1985","NearbyTraffic_1986","NearbyTraffic_1987","NearbyTraffic_1988","NearbyTraffic_1989","NearbyTraffic_1990","NearbyTraffic_1991","NearbyTraffic_1992","NearbyTraffic_1993","NearbyTraffic_1994","NearbyTraffic_1995","NearbyTraffic_1996","NearbyTraffic_1997","NearbyTraffic_1998","NearbyTraffic_1999","NearbyTraffic_2000","NearbyTraffic_2001","NearbyTraffic_2002","NearbyTraffic_2003","NearbyTraffic_2004","NearbyTraffic_2005","NearbyTraffic_2006","NearbyTraffic_2007","NearbyTraffic_2008","NearbyTraffic_2009","NearbyTraffic_2010","NearbyTraffic_2011","NearbyTraffic_2012","NearbyTraffic_2013","NearbyTraffic_2014","NearbyTraffic_2015","NearbyTraffic_2016","NearbyTraffic_2017","NearbyTraffic_2018","NearbyTraffic_2019","NearbyTraffic_2020","NearbyTraffic_2021","NearbyTraffic_2022","NearbyTraffic_2023"
"93","11 Kenwood Avenue",43.68298,-79.422065,"Surface",1.5,25,"1.50","11 Kenwood Avenue",8737,9070.125,9001.125,9772.25,9833,10183.125,8957.375,9231.625,8373,7984.625,9126,8294.375,10706.4375,8836.375,11611.75,8641.625,7409.625,4880.25,7054,7606.375,6279.625,3109.5,5771.875,7300.5,4954.125,4484.5,9066.625,6102.125,6432.875,3645.125,4150.125,8058.9375,7728.875,3068.75,6209.9375,4650.875,2913.41666666667,3434.4375,3744.40625,4154.875
"94","110 Dovercourt Road",43.64384,-79.422762,"Surface",1.5,8,"1.50","110 Dovercourt Road",6062.75,5217.375,6204,5637.125,9435.625,6193.625,6541.5,7311.1875,7260.875,6029.5,7672.625,6810.5,6269,7122.875,8887.625,4199.875,5228.875,4270,3365.75,3972.8125,4999.25,2715.125,3077.75,5193.875,4457.5,4158.875,4638.375,4164.5,4739.375,5409.8125,2457.875,4013,4314.1875,2669,3630.6875,3331.25,5280.95833333333,975.125,3252.3125,2431.25
"95","31A Parliament Street",43.649553,-79.361694,"Surface",2.25,230,"2.25","31A Parliament Street",6786.125,8311.5,7900.875,8808.125,9058.375,8468.4375,8371.125,7448.125,6019.125,7194.5,10041.5,8329.75,7251.875,5239.375,7065.125,6829.375,6220.375,5153.125,4363.5,5056.0625,4780.75,5421.8125,6734.5,5400.5,4202,4971.875,6207,7320.375,7402.25,4634.625,4763.25,4345.3125,5827.54166666667,5737.75,3637.75,4190.375,3726.4375,2826.64583333333,3461.3125,4035.25
"96","19 Spadina Road",43.667974,-79.404218,"Surface",2,65,"2.00","19 Spadina Road",8434,11839.8125,13330.625,13080.25,8615.625,9787.75,10118.125,8677.375,7123.375,7176.25,12734.25,10036.875,6286.25,9155.625,7352.5,5966.625,11660.0416666667,5032.625,7267.375,7499.125,6620.875,4131.5,3253.375,6782.8125,8036.875,6048.125,5765.375,7195.625,7005.875,6526.25,7519.125,4615.375,9479.5,6145.33333333333,4258,5228.75,4200.84375,3741.65277777778,6012.84375,5864.5625
"97","44 Parliament Street",43.650361,-79.362445,"Surface",2.5,120,"2.50","44 Parliament Street",6786.125,8311.5,7900.875,8808.125,9058.375,8468.4375,8371.125,7448.125,6213,7194.5,10161.875,8329.75,6479.625,5239.375,7065.125,5522.25,6220.375,5823.125,4363.5,5288.3125,5271.75,5405.1875,6206,5400.5,5160.375,4893.875,6207,7320.375,7402.25,4634.625,4763.25,4345.3125,5827.54166666667,5737.75,3671,4292.0625,3382.8125,2676.58333333333,3241.6875,3799.625
"98","2201 Dundas Street West",43.653388,-79.451323,"Surface",1.5,10,"1.50","2201 Dundas Street West",6957,8963,9774.75,7773.75,9435.625,6889.875,10593.25,11519.875,8579.875,6786.9375,7005,9767.75,6707.5,8793,9022.75,5535.875,6507.875,5249.625,5210.0625,5947.375,4154,6245.5,5575.4375,6344.875,6781.33333333333,4980.6875,6540.3125,6924.5,6311.3125,4835.5,3221.75,4264.8125,1609.875,2034.75,2608.875,5253,4466.1875,6610.1875,3766.32291666667,2351.5
"99","9 Madison Ave.",43.667558,-79.4028,"Surface",2,38,"2.00","9 Madison Ave.",8434,12402.3125,12071,13080.25,8938.125,10756.875,11271.875,8677.375,7123.375,7176.25,12734.25,12156.625,6286.25,9155.625,7352.5,7379.875,11660.0416666667,6719.375,8338.375,9269.375,6620.875,4161.625,3710.25,7691.5625,8980.5625,6048.125,5999.375,6876.25,7005.875,6526.25,7519.125,4734.625,9479.5,6145.33333333333,4601.125,6032.75,4894.96875,5828.02777777778,5848.625,5581.0625
"100","700 St. Clair Ave West",43.681863,-79.42654,"Surface",1.5,18,"1.50","700 St. Clair Ave West",7912.5,10179.5,8820.375,7465.75,8570.625,9276.125,8831.625,8280.5,7662.5,8284.375,8985.375,8896.625,10555.9375,9058.375,10512,8767.5,6544.5,5167.875,6455.875,7477.8125,4891.375,3155,4448,6676.375,5370,5006.25,7422.625,5849.125,5613.625,2748.75,2465.625,8937.5625,7692.04166666667,3540.25,3161.0625,3357.875,2312.04166666667,2304.55,1943.90625,3239.1875
"101","9 Bonar Place",43.6527778,-79.4338219,"Surface",1,34,"1.00","9 Bonar Place",6560.625,6106.75,5496.875,5303.625,9435.625,6843.875,7170,8302.25,5177.25,6463.5,6916.5,5494.125,5568.875,5988,10191.625,3820.25,6937,4369.875,3409.5,5087.875,4975.4375,4206.5,4432.25,5358.1875,4645.52083333333,4291.25,4564.5,4029.375,6740,3540.125,2970.625,5604.125,6512.75,3612.3125,3750.375,5460.875,4913.15625,3656.25,3445.66071428571,2129.875
"102","115 Unwin Avenue",43.641425,-79.341888,"Surface",1,123,"1.00","115 Unwin Avenue",5481,5554,5432.375,7640.375,8301.625,6608.75,7015.625,7987.5,6608,6636.75,7365.75,7486.25,4888.625,5771.75,4905.5,5775.25,5074,4875.6875,9957,5830.125,3751.0625,5566.125,5713.375,4464.375,4285.9375,6078.25,5286.125,4529.875,6437.9375,3843.75,3948.375,4505.25,5630.14583333333,4249.75,5057.75,4056.1875,4618.0625,4604.13541666667,3688.9375,4226.625
"103","1439 Danforth Avenue",43.682646,-79.326321,"Surface",1.5,20,"1.50","1439 Danforth Avenue",5073.0625,6444.0625,5716.375,7310.25,9639.75,7727.625,7271.25,8031.625,7498,6726.375,7476.875,8162,7260.125,8623.625,6093.3125,6294.875,4344.25,2049.5,6669.75,4941,3355.375,6497.125,2886.125,542.75,2439.625,6928,5394.25,5845,4318.625,5653.625,5199.125,5508.54166666667,4128.875,2292,1577.5,5233.60416666667,2831.19791666667,3633.15625,4816.72916666667,4085.875
"104","31 Blackthorn Ave",43.6754575,-79.4582834,"Surface",1,37,"1.00","31 Blackthorn Ave",7580.75,7569.75,7960.75,8025.125,7302.25,8226.625,10933.75,8430.875,7763.375,7292.4375,7569.9375,7025.125,8770.75,8033.25,7387.875,6937.875,7123.875,7214.5625,7051.75,5647,4571.625,7674,6944.125,6332.25,6155.5,7394,4960.125,6454.375,6975.10416666667,4068.625,5061.75,5269.75,3779.1875,4363.375,4606.25,3218.5,5499.26458333333,5252.95,6023.328125,4629.5
"105","136 Broadview Avenue",43.659822,-79.350373,"Surface",1.5,22,"1.50","136 Broadview Avenue",6509.5,6046.625,6648.75,6732.125,9058.375,6848.5,6329.25,8973.875,5992.625,5970.125,7127.5,6010.75,5671.375,6225.125,3984.5,5781.375,4681.75,5412.125,6552.875,5082.70833333333,4636,4938.25,4204.125,2823.125,5515.75,4318.375,5196.625,4572.25,3849.625,3781.875,3587.75,5002.375,4656.33333333333,3632.375,4657.375,4785.8125,3989.125,3209.69791666667,2575.05208333333,4821.125
"106","1670 Bayview Ave",43.7074,-79.376543,"Surface",2,33,"2.00","1670 Bayview Ave",11515.875,11922.125,12529,12109.375,11763.75,10369.875,12766,11385.75,10260.125,10721.875,11158.5,12231.875,11662,9586.1875,9965.25,8269.75,7142.75,9260.25,8333.25,5227.625,8962.625,7619,3708,6915.125,6701.875,8885.875,7306,7255.125,8799.25,5144.125,8443.375,6649.5,5735.625,6478.41666666667,4995.625,7124,4042.47916666667,5128.1125,3485.875,4513.8125
"107","201 Claremont Street",43.651657,-79.41125,"Surface",1,43,"1.00","201 Claremont Street",5845.75,6826.125,8216.5,8917.375,8929.375,6881.625,8458.625,7519.4375,6952.5625,6337,6345.125,5971.375,7064.125,6089.125,6710.1875,5402.8125,6471.5,5521.625,5055.375,5511.875,4491.25,3092,3907.375,3662.375,6175.4375,6065,4503.25,4942,4296.25,3930.375,2978.75,5407.0625,7031.42916666667,3927.125,4075.625,2937.375,3206.70833333333,3410.9375,5377.85416666667,3679.75
"108","154 Westmount Avenue",43.678907,-79.442248,"Surface",1.25,14,"1.25","154 Westmount Avenue",7018.375,7638.125,8252.3125,7225.125,7529.375,8446,8768.625,7549.75,6228.125,7705.5,9123.5625,8220.75,6878.125,7865.75,8419.125,7063.75,7691,6894.75,5382.5,7056.375,5660,6810.125,3487,6081,5200.5,7495.75,5103.375,5631.25,7053.25,4970.625,3694.75,4738,8538.41666666667,3364,3244.875,3745.125,3911.86458333333,4814.3625,5940.7,2313.75
"109","1624 Queen Street West",43.639526,-79.442441,"Surface",1,33,"1.00","1624 Queen Street West",5674.25,6996.375,7946.125,6403.375,12051.625,6212.125,8313.875,9723.5,7126.25,6195.25,10526.5,8511.125,6563.375,9006.25,10600.75,5334.125,5357.5,5633.375,6048.75,4755.375,3822.5,3690.6875,4521.875,7981.5,4492.83333333333,6862.8125,6690.875,4437.5,7039.375,7581,3245.625,4632.75,4180.375,3629.375,3516.625,4863.625,4389.20833333333,3883.79166666667,3049.5625,1630
"110","4 Spadina Road",43.666878,-79.404116,"Surface",1.5,51,"1.50","4 Spadina Road",7293.25,11555.6875,11929.5,13080.25,8615.625,9456.125,9925.25,8677.375,7123.375,6716.125,12734.25,9056.25,6286.25,9155.625,6890.5,5915.75,10705,5683.375,6857.75,7557.375,6620.875,4161.625,1809.25,5075.5625,8036.875,6048.125,5765.375,7195.625,7005.875,6565.5,7519.125,4615.375,9479.5,5181.5,4258,5245.875,4200.84375,2604.75,5913.625,4815.8125
"111","94 Northcliffe Blvd.",43.6778094174964,-79.4406608171272,"Surface",1.25,13,"1.25","94 Northcliffe Blvd.",7018.375,7939.25,8252.3125,6533.25,7770.375,8446,8768.625,7694.875,6228.125,7656.625,9123.5625,7882,7171.125,7943.375,8419.125,7265.75,8205.75,7477,6522.125,7240,5205.125,6810.125,2586,6148.75,5712.125,7191.5,5271.125,5396.875,6878.875,5617.25,3694.75,4738,8538.41666666667,3364,3704.375,4089,3911.86458333333,4814.3625,5571.325,3652.4375
"112","130 Elizabeth Street - Toronto Coach Terminal",43.6556316577341,-79.3857854604721,"Surface",4,27,"4.00","130 Elizabeth Street ",10476.375,10610.75,13583.75,13489.75,10630.125,12430.75,11436.375,12115.875,7209.5,7053,17216,7434.125,9712.375,8815.125,11033.375,8069.5,10504.5,6865,8817.375,8469.375,7626.875,9980.625,8735,7971.5,4846,11087.25,7355.125,6841.375,7413.875,5970.5,6691.5625,6375,9113.04166666667,5859.875,4917.625,7601.625,6105.125,7346.75,5443.4375,4697.9375
"113","250 Fort York Blvd. ",43.637208258929,-79.406461027578,"Surface",1,49,"1.00","250 Fort York Blvd. ",7060.0625,8381.125,8639.875,5233.875,10043.375,9486.5,9205.75,7820.8125,10587.9375,6383,6792.125,9699.75,10784.875,11619.125,8052.25,6353.75,8758.9375,6752.375,10263.125,9021.25,5898.875,4922.125,8132.375,6799.625,7003.125,5937,8001.75,7536.75,5173.625,4512.75,6015.75,5996.79166666667,7406.75416666667,4366.125,5144.25,5825.875,4495.15625,4599.375,4704.25,2184.875
"114","271 Front Street East",43.651254,-79.362971,"Surface",2.5,83,"2.50","271 Front Street East",6786.125,8311.5,7900.875,7540.5,9058.375,8468.4375,8371.125,7448.125,6213,7194.5,10161.875,8329.75,6479.625,5239.375,7065.125,5522.25,6220.375,5823.125,4363.5,5288.3125,5241,5405.1875,6206,5400.5,5160.375,4893.875,6207,6654.75,7402.25,4634.625,4526.125,4345.3125,5827.54166666667,5737.75,3671,4504.625,4481.75,3806.30208333333,4208.8125,3382.125
"115","1010 Yonge St.",43.675942,-79.389439,"Surface",1.5,48,"1.50","1010 Yonge St.",12385.875,13449.875,14662.25,11848.75,10957,12121.25,12318.75,11014.625,9605.75,11526.625,14108.75,11619.625,12971.75,8877.625,11632.875,10233.5,9173.6875,8320.125,8252.125,12025.75,6720.25,5880,8495.375,4059,8475.3125,8053.9375,7909.25,7692.625,7284.25,5220.5,6790,6625.625,6878.375,6615.5,6994.5,6530.5625,6319.21875,4780.16666666667,4820.45,4991.5
"116","800 Fleet Street",43.636821,-79.409705,"Surface",1,94,"1.00","800 Fleet Street",6798.0625,6630.25,8539.375,5827.25,11473.75,7312.5,8770.625,7593.1875,10183.6875,6311.875,6792.125,11018.5,10077.625,11619.125,8331.625,4660.5,7338.75,6787.625,7657.375,7967.5625,4652.875,5223.125,6702.625,6382.125,7356,5892.5,7741.625,7536.75,5173.625,4751.25,4721.625,5204.16666666667,6759.42916666667,4084.625,3891.5,5735.125,4570.36458333333,4599.375,2874.375,1864.125
"117","242 Danforth Avenue",43.6770516151071,-79.3548725310048,"Surface",2,19,"2.00","242 Danforth Avenue",9130.875,9667,8311.5,8284,9058.375,10861.75,8299.75,9958.75,6823,6420.375,9347.6875,9546.625,8971.75,8939.75,8235.25,6140.5,7774.5,4345.125,6046.75,5182.5,4214,4767,3031.375,1180.625,6382.875,4076.875,5583.375,4611.375,5743.6875,5091.75,4141.6875,5489.14583333333,2204.75,5604.125,3131.375,5493.125,5139.66666666667,5896.61458333333,3622.82291666667,3417.5
"118","287 Rushton Road",43.681835,-79.4277031,"Surface",1.5,16,"1.50","287 Rushton Road",7912.5,9349.75,7822,7465.75,8570.625,8624.625,8831.625,7941.125,7677.375,8951.375,8985.375,8835.375,9239.0625,8986.625,10420.375,8298.875,6295.375,5167.875,6455.875,6264.3125,4971.25,3155,4448,6037.5,5370,5006.25,7422.625,5849.125,5262.875,2646.875,2465.625,7826.75,7698.625,3540.25,3088.875,3357.875,2312.04166666667,2304.55,1943.90625,2559.75
"119","838 Broadview Ave.",43.678499963983,-79.3588725706043,"Surface",1,11,"1.00","838 Broadview Ave.",10582.5,11457.75,9539.375,9501.375,9058.375,12154.75,9548.75,10734.25,8323,7131.5,10974.6875,9546.625,10480.125,8586.375,8107.375,7975.5,8190.75,6506.75,4940.75,4710.125,5875.875,6629.5,5621.625,2427.125,8204.375,4005.625,7737.875,5939.375,5109.4375,6703.625,3293.5625,5532.77083333333,3472.125,5836,2870.875,6424.25,4878.22916666667,6464.15625,3798.72916666667,3840.625
"120","1091 Eastern Avenue",43.664603,-79.318234,"Surface",1,45,"1.00","1091 Eastern Avenue",6847,6741.625,7232,7741.5,9134.25,7137.625,7366.625,7499.125,8944.375,7338.125,6941.54166666667,7163.875,7555.5,7968.625,7545,6537.875,4331.5625,6192.47916666667,6904.75,5544.9375,3551.5,7741.625,3770.125,6176.125,3140,6475.375,6415,6032,6608.375,7128.75,5728.5,5712.5,5584.5625,6599.125,4615.375,6075.04166666667,4282.90625,3944.1875,4694.88541666667,3739.375
"121","292 Brunswick Avenue",43.665368970093,-79.4076361251659,"Surface",2,19,"2.00","292 Brunswick Avenue",6122.75,8360.3125,9820.375,10267.75,8367.25,8865.25,9991.75,8767.375,6386.125,6706.75,10314.125,8104,6540,9277,7531,5915.75,9472.4375,7162.375,7267.375,5965,6772.875,5139.375,3260.75,6042.9375,7768,5892.375,5371.125,6805,8699.375,5211.625,7519.125,6371.9375,8876.875,5021.75,4092.375,4997.375,2966.77083333333,2351.75,6097,2684.625
"122","373 Front Street East",43.6521902325786,-79.3594207332046,"Surface",2,450,"2.00","373 Front Street East",5746.875,7757.375,5975.25,7540.5,9058.375,7867.125,7673.625,8035.75,5864.25,6111,10209.75,8329.75,4649.875,5239.375,7065.125,5793.625,5030,4748.625,4144,4608.6875,5011.875,4956.25,5864.25,4837.375,4247.875,4648.625,5837.5,6202,7402.25,5063.375,4086.375,4055,5619.95833333333,4985.1875,3549.625,4190.375,3697.0625,2739.9375,3119.58333333333,3708.375
"123","185 Queens Quay East",43.6443439857175,-79.3662570749035,"Surface",2,83,"2.00","185 Queens Quay East",7229.75,7592,7681,10110.375,9058.375,8751.8125,9183,8136.875,6673.5,6431.875,12167.25,9330.125,7806.625,6825.875,9525.375,6833.125,7976.5,7848.75,5454.625,5358.5,6532.5,4833.25,6978.75,7552.375,4059.5,6036.3125,6828.125,7749,8515.4375,5224.375,5545.1875,5355.10416666667,5503.50833333333,5240,5492.05,3323.125,3442.4625,2673.875,3507.375,3814.75
"124","545 Lake Shore Boulevard West",43.6364562,-79.3986913,"Surface",3,110,"3.00","545 Lake Shore Boulevard West",8194.6875,8893.75,8811.875,5803.25,9655.875,9212.125,9585.25,7820.8125,11839.25,6167.875,8167.125,10941.25,12832.625,10500.5,8795.25,7093.125,12114.9375,8222,8880.625,9107.625,7131.5,4173.5,9434.625,7167.5,8602.125,8665,7425.25,7465.125,7464.125,4767.5,5765.625,6568.91666666667,8374.00416666667,4857.875,3832,6184.95833333333,4925.6875,5291,2521,3905.8125
"125","136 Wineva Ave.",43.671253953447,-79.2959578153443,"Surface",1.25,28,"1.25","136 Wineva Ave.",7320.5,8275.625,9228.875,8441.75,9725.375,8436.6875,9010.375,9518.25,9528,8496.625,9553.72916666667,7713.125,9968.25,7191.75,7404.1875,5684.75,5475.75,4357.0625,7672.875,6390.75,6837.125,7534,3267.875,4680.125,3589.875,7946.5625,6842,5046.75,4430.375,7517.625,6617.375,6921,5092.9375,5910.5,4092,5896.125,7201.54166666667,5155.20833333333,3401.85416666667,4505.125
"126","10 Kingsdale Avenue",43.770373,-79.41257,"Surface",1.25,52,"1.25","10 Kingsdale Avenue",10668.25,13200.5,12624.875,16767.5625,13066.875,13042.625,12834.5,12587.125,12799.75,9137.625,15291.875,14952,12774.625,13890.25,14539.125,15018.25,11886.125,7718.1875,14454.125,16914.625,5080.875,9998,13061.875,13512.625,9159.625,7678.125,10344.75,5692.125,10673.625,5532.375,9346.875,12496.25,8854,7026,6113.25,10193.375,8533.95833333333,2868.33333333333,4170.125,10787.25
"127","246 Brooke Avenue",43.733158,-79.420295,"Surface",1.5,97,"1.50","246 Brooke Avenue",12186.625,11234.875,11862.2083333333,13907.25,12261.5,13122.25,13725.1875,12419.25,11966.25,10931.875,10959.0625,12031,12940.375,10625.25,15067.375,5214,10709.25,12487.625,12291.375,10869.25,9561.125,10869.125,6909.875,10139.125,11115.375,10639.625,10386.5625,10448.25,9623.25,11664.875,7920.6875,10261.1875,9536.25,8077.375,2659.625,10335.25,11066.625,3948.875,6984.25,7321.75
"128","10 Empress Avenue",43.769459,-79.412484,"Surface",2.5,68,"2.50","10 Empress Avenue",10625.4375,13200.5,12838.75,16767.5625,13066.875,12892.375,12834.5,12587.125,12799.75,9379.875,14238.5,14952,12774.625,14680.125,14539.125,15018.25,14010.5,7485.0625,14454.125,16914.625,5080.875,9998,13061.875,13455,8632.375,7317.625,10391.375,5692.125,11858.75,5877.625,9346.875,12496.25,8854,7026,6482.625,10423,8533.95833333333,2868.33333333333,4170.125,10787.25
"129","10 Harlandale Avenue",43.762168,-79.412441,"Surface",2.5,112,"2.50","10 Harlandale Avenue",14615.75,12051.25,13214.75,13893.5625,12727.75,15321.875,14730.3125,13224.125,13692,9348,14238.5,15687.75,13946.875,14360.625,14572,14857.75,10893.375,7485.0625,13655.5,14925.75,6295.5,11524.5,11827.5,14104.125,9331.75,7322.875,11815.25,5692.125,13615.75,8873.375,10404,15012,9254.625,6899.9375,7416.25,10519,8423.45833333333,1438.75,4015.875,10130.5625
"130","180 Beecroft Road",43.767569,-79.416143,"Surface",2,173,"2.00","180 Beecroft Road",12018.5625,12729.875,12838.75,14510.6875,11858,14272.375,14063.5,12457.25,12799.75,9379.875,14238.5,16160.375,13058,13295.875,13658.25,13894.375,10835.5,7485.0625,13985.25,16914.625,6295.5,9998,12802.25,12804.875,6989,7679.875,12457,5692.125,11858.75,7208.75,9461.5,13007.625,9257.625,6700.375,7416.25,10188,8423.45833333333,2427,3055.875,10992.1875
"131","1880 Avenue Road",43.732182,-79.419576,"Surface",1.25,32,"1.25","1880 Avenue Road",12212,11234.875,11862.2083333333,13907.25,13402.75,13122.25,13725.1875,12419.25,11966.25,10931.875,12065.5625,12031,12940.375,10625.25,15067.375,5214,10709.25,12487.625,12069.75,10446.625,9561.125,10331.125,6909.875,10139.125,11070.5,9549.875,10386.5625,10448.25,9623.25,11664.875,7920.6875,10578.0625,9309,8546.75,2659.625,10335.25,11066.625,3999.875,6088.875,6434.75
"132","11 Finch Avenue West",43.779321,-79.416572,"Surface",2,62,"2.00","11 Finch Avenue West",11203.75,12885.4375,12968.75,15493.625,12923.875,11076.75,11608.375,12039.875,13678.75,9137.625,14581.5,14670.375,13537.125,13021.875,12302.375,14398.125,12431.25,7522.3125,12269.125,15593.25,5278.125,11101.25,10040.75,11781.5,7107.125,7282.625,9729.875,8193.875,9921.625,7124.25,10181.125,9395.875,10260.1875,7817.625,5698.25,9960.125,8112.95833333333,6008.08333333333,2861.75,9441.3125
"133","4576 Yonge Street",43.756023,-79.410403,"Surface",2,17,"2.00","4576 Yonge Street",14323.3125,13335.125,14790.25,13280.5625,14329.75,15743.7083333333,15303.5625,13694,13497.625,9780.75,12574.75,14719,14735.75,14605.125,14572,10770.5,11302.875,9049.9375,14532.75,15230.625,7470.375,12012.5,13456.375,16036,9331.75,7751.25,14473.375,6213,16539.5,6097.75,10889.1875,15263.625,10035.875,5044.25,8767.0625,10629.5,8423.45833333333,1846.6875,5321.5,11650.6875
"134","3885 Yonge Street",43.741786,-79.40595,"Surface",1.25,129,"1.25","3885 Yonge Street",10171.8125,10530.0625,13699.25,11002.1875,14177.5,14725.2083333333,14795.3125,13958.625,13373.375,11752.125,15238,15178.25,16606.75,15892,17056.125,5485.625,12698,11029.5,13031.125,9133.375,10635.375,14082.625,10570.625,15062.125,12632.75,8509.25,12842.1875,8340.5,14526.125,7073.625,9646.3125,11868.125,8965.8125,9002.1875,2917.25,12303.375,8967.125,5233.875,4620.875,10850.375
"135","68 Sheppard Avenue West",43.76082,-79.414662,"Surface",1.5,34,"1.50","68 Sheppard Avenue West",14090.3125,12051.25,14287,13893.5625,12727.75,15321.875,13827.4375,13224.125,13497.625,10655.125,14238.5,14719,14040.375,14459.375,14572,13013.875,10893.375,9049.9375,13655.5,15230.625,6295.5,11524.5,13413,13704.625,9331.75,7322.875,11815.25,5620,15260.625,8613.375,10404,12821.875,9254.625,5978.3125,7416.25,10715.75,8423.45833333333,1846.6875,3958.125,11276.875
"136","5667 Yonge Street",43.781482,-79.415703,"Surface",2,23,"2.00","5667 Yonge Street",10869.125,13021.3125,12968.75,15493.625,12923.875,11076.75,11608.375,12546.375,13678.75,10702.25,14581.5,14670.375,12480,13264.4166666667,14387.5,14398.125,12431.25,7152.1875,12762.625,15593.25,5811.75,11101.25,11385.875,11781.5,7150,6958.875,9729.875,8202.75,9921.625,6979.5,10181.125,9395.875,9708.1875,7817.625,5698.25,9537.25,8112.95833333333,6901.72916666667,2861.75,9441.3125
"137","2170 Bayview avenue",43.723875,-79.379571,"Surface",2,69,"2.00","2170 Bayview avenue",11863.5625,11957.625,11885.875,11353.5,14074.625,11024.625,13097.75,12627.625,11555.25,11009.875,13815.25,13286.125,9198.75,9974.375,10264,7356.875,8724.25,12072.375,8175.625,6622,11808.25,6584.125,3662.125,12203.375,8978.125,10321.375,8551.375,11706.5,8708.375,5857.75,10035.6875,5126.875,6300.5,7477,3898.375,7913.125,7762.70833333333,5363.75,6039.375,2877.625
"138","7 Jackson Avenue",43.6483334,-79.5090384,"Surface",1,40,"1.00","7 Jackson Avenue",9224.875,10237.75,11389.125,11331.625,9760.0625,12594,11292.875,9989.75,10131.125,10419.625,8786.5,8815.875,9926.25,10134.625,7711,10763.625,8969.5,9448.375,7251.75,11410.5,9239.625,8722.625,5458.625,9910.5,7966.875,9525.125,9545.375,7752.25,8075.5,9436.25,9425.9375,7660.75,7843.1875,8891.5,7239.4375,6467.8125,5265.54166666667,3904.625,8245.79166666667,4863.5
"139","11 Grenview Blvd. N.",43.648738,-79.507853,"Surface",1,83,"1.00","11 Grenview Blvd. N.",9224.875,10237.75,11233.25,11331.625,11090.1875,12151.625,11292.875,9989.75,10232.25,10419.625,8786.5,8525.875,9056.75,10134.625,8115.25,10763.625,8969.5,9500.875,6543.375,8993.875,8067.875,10054,5458.625,9355.875,7966.875,9525.125,7758.125,7450.5,8135.5,9213,9425.9375,7329.75,7847.3125,8891.5,7239.4375,5792.9375,5265.54166666667,3904.625,7604.625,4036.75
"140","342 Prince Edward Drive N.",43.6488534,-79.5055311,"Surface",1,43,"1.00","342 Prince Edward Drive N.",8952.5,9597.75,9964.375,9615.125,11090.1875,11642.0625,12300.5,10601.625,10179.375,9049.875,8786.5,8642.375,8355.5,10134.625,7857.875,9065.875,8969.5,9500.875,5464.375,6907.125,8261.75,9935.5,4682.875,9981.125,8098.75,7790.125,7534,5468.875,8135.5,7312,7248.1875,8281,7847.3125,8831.25,6059.9375,4426.5,4272.54166666667,3904.625,7315,4036.75
"141","12 Willingdon Blvd. - partial construction, reduced spaces",43.648389,-79.510632,"Surface",1.5,65,"1.50","12 Willingdon Blvd. ",8578.75,10237.75,11389.125,11331.625,10728.3125,12594,11292.875,9989.75,10131.125,10419.625,8612.5,8500.625,9926.25,10871.125,7802.25,9626.75,9008.875,9448.375,7251.75,11410.5,9239.625,8722.625,6288.5,9910.5,7966.875,9525.125,9545.375,7752.25,8075.5,9436.25,9425.9375,7181.5,8780.9375,8891.5,7239.4375,6806.5625,5265.54166666667,5019.25,8245.79166666667,5493.625
"142","9 Willingdon Blvd.",43.6481868,-79.5102001,"Surface",1,116,"1.00","9 Willingdon Blvd.",9224.875,10237.75,11389.125,11331.625,10728.3125,12594,11292.875,9989.75,10131.125,10419.625,8786.5,8500.625,9926.25,10737.25,7802.25,9626.75,8969.5,9448.375,7251.75,11410.5,9239.625,8722.625,6288.5,9910.5,7966.875,9525.125,9545.375,7752.25,8075.5,9436.25,9425.9375,7181.5,8780.9375,8891.5,7239.4375,6806.5625,5265.54166666667,5019.25,8245.79166666667,5493.625
"143","934 Royal York Road",43.646766,-79.511318,"Surface",1.5,11,"1.50","934 Royal York Road",10461.25,10756.875,11389.125,12774,10728.3125,14121.875,11292.875,11431.5,10131.125,10884.125,8612.5,8196.875,9926.25,11268.25,8276.625,9626.75,8993.125,9474.375,7112.125,11343.125,8987.375,8722.625,6288.5,9910.5,7966.875,8959.875,9545.375,8785.375,8910.75,9436.25,10066.75,7625.125,8780.9375,8891.5,7239.4375,7946.0625,5430.91666666667,5019.25,7657.91666666667,5738.375
"144","140 Fifth Street",43.60169,-79.503422,"Surface",1,53,"1.00","140 Fifth Street",5111.625,9749.25,8269.1875,10842,10983.375,12340,8409.75,6575.25,12195.75,7029.625,9055,5656.125,3932,10378.9375,8447.875,8696.25,9273.5,3799.8125,8304.875,8677.3125,4161.75,5622.5,7419.5,8455.75,4091.3125,4765.625,7263.875,5645.875,3790.375,8393.75,4193.4375,3739.875,7013.3125,5668.25,6709,5933.125,5765.66666666667,2195.1875,2787.625,5372.4375
