"","Category","Operating.Name","city","Zip","Street","Address","lat","long","lamda","mu","qCustomer","tCustomer"
"2111","CURB LANE CAFE","GLAD DAY","TORONTO, ON","M4Y 2C6","CHURCH ST","499 CHURCH ST,TORONTO, ON,M4Y 2C6",43.6652187,-79.380589,30,0.3,28,7.64529571764934
"2112","CURB LANE CAFE","THE WELL BAR TORONTO","TORONTO, ON","M4Y 2C6","CHURCH ST","487 CHURCH ST,TORONTO, ON,M4Y 2C6",43.66514317,-79.38058333,30,0.3,21,19.9061496544603
"2113","PRIVATE PARKING ENFORCEMENT AGENCY","STRIKE FORCE SECURITY SERVICES INC","TORONTO, ON","M3N 1W7","OAKDALE RD","415 OAKDALE RD,TORONTO, ON,M3N 1W7",43.74838515,-79.52662513,5,0.33,8,0.713304098224672
"2114","PRIVATE PARKING ENFORCEMENT AGENCY","LOGIXX SECURITY","TORONTO, ON","M3B 2M3","LESLIE ST","1955 LESLIE ST,TORONTO, ON,M3B 2M3",43.75822422,-79.36096529,5,0.33,9,0.137022750057054
"2115","DRIVING SCHOOL OPERATOR (B)","BELL DRIVER EDUCATION","TORONTO, ON","M3K 1E1","WILSON AVE","686 WILSON AVE,TORONTO, ON,M3K 1E1",43.73184275,-79.46205952,5,1,4,1.18859549887003
"2116","DRIVING SCHOOL OPERATOR (B)","LEARNER'S ACADEMY DRIVING SCHOOL LTD","TORONTO, ON","M6H 1M3","BLOOR ST W","1056 BLOOR ST W,TORONTO, ON,M6H 1M3",43.6605582,-79.4325718,5,1,5,0.0552693717181683
"2117","DRIVING SCHOOL OPERATOR (B)","ULTIMATE DRIVERS (NORTH YORK)","TORONTO, ON","M3K 1E4","WILSON AVE","797 WILSON AVE,TORONTO, ON,M3K 1E4",43.73184193,-79.4603447,5,1,3,3.89589448810971
"2118","DRIVE-SELF RENTAL OWNER","ENTERPRISE RENT-A-CAR","TORONTO, ON","M3H 5S7","DUFFERIN ST","4700 DUFFERIN ST,TORONTO, ON,M3H 5S7",43.7752924,-79.4693606,10,0.33,11,0.391694178070986
"2119","DRIVE-SELF RENTAL OWNER","AVISCAR","TORONTO, ON","M3A 1C6","LAWRENCE AVE E","1345 LAWRENCE AVE E,TORONTO, ON,M3A 1C6",43.7410256,-79.3195058,10,0.33,11,0.199470499699766
"2120","DRIVE-SELF RENTAL OWNER","ENTERPRISE RENT-A-CAR","TORONTO, ON","M3B 1Y6","YORK MILLS RD","865 YORK MILLS RD,TORONTO, ON,M3B 1Y6",43.7548779,-79.3505868,10,0.33,10,0.759072831803651
"2121","HOLISTIC CENTRE","SUPREME HEALTH & BEAUTY CENTER","TORONTO, ON","M3J 2W6","CHESSWOOD DR","3860 CHESSWOOD DR,TORONTO, ON,M3J 2W6",43.7563965,-79.4744265,5,1.5,3,0.880977095387189
"2122","HOLISTIC CENTRE","MELODY WELLNESS CENTER","TORONTO, ON","M3A 3R3","LAWRENCE AVE E","1315 LAWRENCE AVE E,TORONTO, ON,M3A 3R3",43.740569,-79.32324065,5,1.5,5,0.573885606573828
"2123","HOLISTIC CENTRE","NEW TOKYO HEALTH CENTER","TORONTO, ON","M3L 1A2","BEVERLY HILLS DR","51 BEVERLY HILLS DR,TORONTO, ON,M3L 1A2",43.718025,-79.51113713,5,1.5,6,0.524575846241721
"2124","HOLISTIC CENTRE","EDAM HEALTH","TORONTO, ON","M3K 1E1","WILSON AVE","644 WILSON AVE,TORONTO, ON,M3K 1E1",43.7320913,-79.46073395,5,1.5,2,1.00961135570567
"2125","HOLISTIC CENTRE","YORK MILLS SPA & WELLNESS CENTRE","TORONTO, ON","M3B 2T3","LESMILL RD","25 LESMILL RD,TORONTO, ON,M3B 2T3",43.756994,-79.3527971,5,1.5,10,0.527079162712715
"2126","HOLISTIC CENTRE","TOKYO BEAUTY STUDIO","TORONTO, ON","M3C 1Z5","GARAMOND CRT","6 GARAMOND CRT,TORONTO, ON,M3C 1Z5",43.726424,-79.3350516,5,1.5,5,0.360435397364199
"2127","HOLISTIC CENTRE","PALACE SPA","TORONTO, ON","M3A 3R3","LAWRENCE AVE E","1315 LAWRENCE AVE E,TORONTO, ON,M3A 3R3",43.740569,-79.32324065,5,1.5,7,0.11463248779828
"2128","HOLISTIC CENTRE","830 HEALTH CENTRE INC","TORONTO, ON","M3H 2T1","SHEPPARD AVE W","830 SHEPPARD AVE W,TORONTO, ON,M3H 2T1",43.75293017,-79.45140413,5,1.5,6,1.15610143536689
"2129","HOLISTIC CENTRE","MASSAGE ADDICT DUFFERIN AT STEELES","TORONTO, ON","M3J 3N3","STEELES AVE W","2011 STEELES AVE W,TORONTO, ON,M3J 3N3",43.7870822,-79.4703121,5,1.5,6,1.36588338384392
"2130","HOLISTIC CENTRE","VELVET TOUCH SPA","TORONTO, ON","M3J 3K2","FINCH AVE W","1300 FINCH AVE W,TORONTO, ON,M3J 3K2",43.7646236,-79.4893562,5,1.5,2,1.45303270821041
"2131","HOLISTIC CENTRE","THEONE202588","TORONTO, ON","M3A 3R3","LAWRENCE AVE E","1315 LAWRENCE AVE E,TORONTO, ON,M3A 3R3",43.740569,-79.32324065,5,1.5,4,0.888616979094156
"2132","PLACE OF AMUSEMENT","KIDS FUN CITY","TORONTO, ON","M3B 2T5","LESMILL RD","150 LESMILL RD,TORONTO, ON,M3B 2T5",43.7593266,-79.3588999,15,1,19,2.05057873754742
"2133","PLACE OF AMUSEMENT","LA LIGA INDOOR SOCCER","TORONTO, ON","M3J 2C5","CHAMPAGNE DR","2 CHAMPAGNE DR,TORONTO, ON,M3J 2C5",43.7665993,-79.4722358,15,1,23,1.54144449489197
"2134","PLACE OF AMUSEMENT","WEBFUSION","TORONTO, ON","M3C 1T2","DON MILLS RD","747 DON MILLS RD,TORONTO, ON,M3C 1T2",43.7144362,-79.3331597,15,1,17,0.0776044451631606
"2135","PLACE OF AMUSEMENT","KGOLF TORONTO","TORONTO, ON","M3J 2P6","CHESSWOOD DR","3705 CHESSWOOD DR,TORONTO, ON,M3J 2P6",43.7563965,-79.4744265,15,1,18,2.76208117777917
"2136","BILLIARD HALL","BLOOR BAR AND BILLIARDS","TORONTO, ON","M6H 1M3","BLOOR ST W","1050 BLOOR ST W,TORONTO, ON,M6H 1M3",43.6606125,-79.4323576,20,1,21,1.93522444983119
"2137","BILLIARD HALL","LATIN VIP","TORONTO, ON","M3M 2G7","KEELE ST","2863 KEELE ST,TORONTO, ON,M3M 2G7",43.73270269,-79.48331593,20,1,24,0.338826993480325
"2138","BODY RUB PARLOUR","MUSE","TORONTO, ON","M3J 3K3","FINCH AVE W","1003 FINCH AVE W,TORONTO, ON,M3J 3K3",43.76808779,-79.46966074,10,1,8,1.27782953805746
"2139","BODY RUB PARLOUR","SUNSHINE SPA","TORONTO, ON","M3J 3K3","FINCH AVE W","1290 FINCH AVE W,TORONTO, ON,M3J 3K3",43.765077,-79.4893543,10,1,13,0.211269582895732
"2140","SMOKE SHOP","ROYAL CLUB TOBACCO & GIFT SHOP","TORONTO, ON","M3B 1X8","YORK MILLS RD","808 YORK MILLS RD,TORONTO, ON,M3B 1X8",43.754311,-79.3586548,10,0.5,15,4.11324192194228
"2141","RETAIL STORE (FOOD)","YORK GATE IDA DRUG MART","TORONTO, ON","M3N 3A1","YORK GATE BLVD","1 YORK GATE BLVD,TORONTO, ON,M3N 3A1",43.7589849,-79.51878067,25,1,29,0.618740355130285
"2142","RETAIL STORE (FOOD)","CAPRI BAGELS & BUNS","TORONTO, ON","M3N 1V9","OAKDALE RD","84 OAKDALE RD,TORONTO, ON,M3N 1V9",43.73915374,-79.52571977,25,1,30,0.161996842963688
"2143","RETAIL STORE (FOOD)","CACTUS EXOTIC FOODS","TORONTO, ON","M3N 2V2","FINCH AVE W","1911 FINCH AVE W,TORONTO, ON,M3N 2V2",43.7562406,-79.5149819,25,1,21,4.07818483354008
"2144","RETAIL STORE (FOOD)","NATURE'S ALTERNATE","TORONTO, ON","M3N 2V2","FINCH AVE W","1885 FINCH AVE W,TORONTO, ON,M3N 2V2",43.75732141,-79.51626239,25,1,23,0.333769139368087
"2145","RETAIL STORE (FOOD)","COSTCO","TORONTO, ON","M3K 2C8","BILLY BISHOP WAY","100 BILLY BISHOP WAY,TORONTO, ON,M3K 2C8",43.7297837,-79.4545437,25,1,31,1.06461549732358
"2146","RETAIL STORE (FOOD)","UNDERHILL MINI MART","TORONTO, ON","M3A 2J8","UNDERHILL DR","77 UNDERHILL DR,TORONTO, ON,M3A 2J8",43.7458517,-79.3247073,25,1,22,0.698443236853424
"2147","RETAIL STORE (FOOD)","LONGO'S","TORONTO, ON","M3B 1X8","YORK MILLS RD","808 YORK MILLS RD,TORONTO, ON,M3B 1X8",43.754311,-79.3586548,25,1,22,2.38341899017308
"2148","RETAIL STORE (FOOD)","WHAT-A-BAGEL","TORONTO, ON","M3B 1X8","YORK MILLS RD","808 YORK MILLS RD,TORONTO, ON,M3B 1X8",43.754311,-79.3586548,25,1,16,2.64877460698102
"2149","RETAIL STORE (FOOD)","CHICAGO DELIKATESEN AND BAKERY STORE","TORONTO, ON","M6R 2M3","RONCESVALLES AVE","289 RONCESVALLES AVE,TORONTO, ON,M6R 2M3",43.6476961,-79.4494001,25,1,22,1.76474570422432
"2150","RETAIL STORE (FOOD)","DOLLAR A M A","TORONTO, ON","M3N 3A1","YORK GATE BLVD","1 YORK GATE BLVD,TORONTO, ON,M3N 3A1",43.7589849,-79.51878067,25,1,34,0.845968325783256
"2151","RETAIL STORE (FOOD)","QUEEN SUPERMARKET","TORONTO, ON","M6K 1M3","QUEEN ST W","1431 QUEEN ST W,TORONTO, ON,M6K 1M3",43.64036382,-79.43695628,25,1,19,0.549202871720026
"2152","RETAIL STORE (FOOD)","YORKVIEW PHARMACY","TORONTO, ON","M3J 1N2","KEELE ST","3695 KEELE ST,TORONTO, ON,M3J 1N2",43.7548238,-79.4882749,25,1,15,0.393679348751903
"2153","RETAIL STORE (FOOD)","OLD FASHIONED BAGEL FACTORY","TORONTO, ON","M3J 3A7","WHITEHORSE RD","1450 WHITEHORSE RD,TORONTO, ON,M3J 3A7",43.7577716,-79.4715632,25,1,24,2.89225891138403
"2154","RETAIL STORE (FOOD)","MIN-A-MART","TORONTO, ON","M3H 1S8","WILSON AVE","284 WILSON AVE,TORONTO, ON,M3H 1S8",43.73733908,-79.43474478,25,1,30,2.80661880953198
"2155","RETAIL STORE (FOOD)","BRUNO'S YOUR INDEPENDENT GROCER","TORONTO, ON","M3A 2J8","UNDERHILL DR","83 UNDERHILL DR,TORONTO, ON,M3A 2J8",43.7468402,-79.3258289,25,1,25,0.321480630622209
"2156","RETAIL STORE (FOOD)","HOME DEPOT","TORONTO, ON","M3K 2C8","BILLY BISHOP WAY","90 BILLY BISHOP WAY,TORONTO, ON,M3K 2C8",43.73160965,-79.45262479,25,1,20,0.783284367951465
"2157","RETAIL STORE (FOOD)","YOUR DOLLAR STORE WITH MORE","TORONTO, ON","M3H 2S1","SHEPPARD AVE W","620 SHEPPARD AVE W,TORONTO, ON,M3H 2S1",43.7558969,-79.4404927,25,1,21,0.75925732188275
"2158","RETAIL STORE (FOOD)","MANDX COMPANY","TORONTO, ON","M6R 2M3","RONCESVALLES AVE","273-275 RONCESVALLES AVE,TORONTO, ON,M6R 2M3",43.6471811,-79.4493853,25,1,26,0.256988607812673
"2159","RETAIL STORE (FOOD)","SHOPPERS DRUG MART STORE NO. 1516R","TORONTO, ON","M3C 1T2","DON MILLS RD","747 DON MILLS RD,TORONTO, ON,M3C 1T2",43.7144362,-79.3331597,25,1,27,1.63322458966615
"2160","RETAIL STORE (FOOD)","FOOD BASICS #629","TORONTO, ON","M3A 1Z5","YORK MILLS RD","1277 YORK MILLS RD,TORONTO, ON,M3A 1Z5",43.76031075,-79.32577729,25,1,23,0.668875109404325
"2161","RETAIL STORE (FOOD)","METRO #401","TORONTO, ON","M3H 2S1","SHEPPARD AVE W","600 SHEPPARD AVE W,TORONTO, ON,M3H 2S1",43.7560351,-79.4399163,25,1,27,3.22438294423704
"2162","RETAIL STORE (FOOD)","METRO #493","TORONTO, ON","M3K 1G6","WILSON AVE","1090 WILSON AVE,TORONTO, ON,M3K 1G6",43.7282222,-79.48133013,25,1,23,1.13903521742196
"2163","RETAIL STORE (FOOD)","METRO #786","TORONTO, ON","M3C 1W6","DON MILLS RD","1050 DON MILLS RD,TORONTO, ON,M3C 1W6",43.7341179,-79.3435326,25,1,35,0.0657082512043417
"2164","RETAIL STORE (FOOD)","DOLLARAMA","TORONTO, ON","M3B 2M3","LESLIE ST","1881 LESLIE ST,TORONTO, ON,M3B 2M3",43.7575671,-79.3591137,25,1,18,0.483854449354112
"2165","RETAIL STORE (FOOD)","BEST BUY","TORONTO, ON","M3K 1E3","WILSON AVE","695 WILSON AVE,TORONTO, ON,M3K 1E3",43.7320844,-79.456448,25,1,21,0.781460453714144
"2166","RETAIL STORE (FOOD)","NUTCRACKER SWEET","TORONTO, ON","M3J 2P6","CHESSWOOD DR","3717 CHESSWOOD DR,TORONTO, ON,M3J 2P6",43.7565293,-79.4729292,25,1,27,2.03614537782016
"2167","RETAIL STORE (FOOD)","SOLOWAY HOT DOG FACTORY","TORONTO, ON","M3J 2J1","ALNESS ST","917 ALNESS ST,TORONTO, ON,M3J 2J1",43.77993446,-79.47557996,25,1,22,0.243239386938512
"2168","RETAIL STORE (FOOD)","THE MERCANTILE","TORONTO, ON","M6R 2M3","RONCESVALLES AVE","297 RONCESVALLES AVE,TORONTO, ON,M6R 2M3",43.64792175,-79.44944618,25,1,30,0.140205085277557
"2169","RETAIL STORE (FOOD)","PHIPPS DESSERTS","TORONTO, ON","M3B 2M5","LESLIE ST","1875 LESLIE ST,TORONTO, ON,M3B 2M5",43.7562926,-79.3591239,25,1,32,1.70657774052563
"2170","RETAIL STORE (FOOD)","BATHURST WILSON PHARMACY","TORONTO, ON","M3H 1S8","WILSON AVE","322 WILSON AVE,TORONTO, ON,M3H 1S8",43.7369487,-79.4367218,25,1,25,0.0630295327845976
"2171","RETAIL STORE (FOOD)","SUNNY FOODMART","TORONTO, ON","M3C 1T2","DON MILLS RD","747 DON MILLS RD,TORONTO, ON,M3C 1T2",43.7144362,-79.3331597,25,1,24,0.152090225368738
"2172","RETAIL STORE (FOOD)","GALLERIA SUPERMARKET","TORONTO, ON","M3B 1Y6","YORK MILLS RD","865 YORK MILLS RD,TORONTO, ON,M3B 1Y6",43.7548779,-79.3505868,25,1,20,0.0776257570832968
"2173","RETAIL STORE (FOOD)","BAKERY GATEAU","TORONTO, ON","M3B 1Y5","YORK MILLS RD","865 YORK MILLS RD,TORONTO, ON,M3B 1Y5",43.7536755,-79.3493647,25,1,33,0.588175870012492
"2174","RETAIL STORE (FOOD)","DANLEIGH GIFT SHOP","TORONTO, ON","M3B 3H2","YORK MILLS RD","900 YORK MILLS RD,TORONTO, ON,M3B 3H2",43.7553377,-79.3498609,25,1,27,0.779998981351865
"2175","RETAIL STORE (FOOD)","JF VARIETY","TORONTO, ON","M3N 2V2","FINCH AVE W","1911 FINCH AVE W,TORONTO, ON,M3N 2V2",43.7562406,-79.5149819,25,1,28,0.217558987438679
"2176","RETAIL STORE (FOOD)","DOLLARAMA","TORONTO, ON","M3J 3N2","STEELES AVE W","2181 STEELES AVE W,TORONTO, ON,M3J 3N2",43.7860105,-79.474863,25,1,29,2.32980740906343
"2177","RETAIL STORE (FOOD)","CHAPMAN'S SPECIALTY FOODS","TORONTO, ON","M3B 2M5","LESLIE ST","1875 LESLIE ST,TORONTO, ON,M3B 2M5",43.7562926,-79.3591239,25,1,30,0.423195344395936
"2178","RETAIL STORE (FOOD)","SUPER KABUL FARMS SUPERMARKET","TORONTO, ON","M3L 1A1","BEVERLY HILLS DR","40 BEVERLY HILLS DR,TORONTO, ON,M3L 1A1",43.7186437,-79.5119092,25,1,25,0.536299266386777
"2179","RETAIL STORE (FOOD)","MAIN DRUG MART","TORONTO, ON","M3J 2G5","FINCH AVE W","1315 FINCH AVE W,TORONTO, ON,M3J 2G5",43.7635356,-79.49019715,25,1,26,0.00395855447277427
"2180","RETAIL STORE (FOOD)","BENTO SUSHI","TORONTO, ON","M3K 1G6","WILSON AVE","1090 WILSON AVE,TORONTO, ON,M3K 1G6",43.7282222,-79.48133013,25,1,25,0.892042523459285
"2181","RETAIL STORE (FOOD)","BENTO SUSHI","TORONTO, ON","M3B 1X8","YORK MILLS RD","808 YORK MILLS RD,TORONTO, ON,M3B 1X8",43.754311,-79.3586548,25,1,32,0.417624495923519
"2182","RETAIL STORE (FOOD)","JUAN MEAT MARKET","TORONTO, ON","M3L 1A1","BEVERLY HILLS DR","40 BEVERLY HILLS DR,TORONTO, ON,M3L 1A1",43.7186437,-79.5119092,25,1,23,0.834814930292678
"2183","RETAIL STORE (FOOD)","MICHAELS OF CANADA","TORONTO, ON","M3K 2C8","BILLY BISHOP WAY","30 BILLY BISHOP WAY,TORONTO, ON,M3K 2C8",43.73278025,-79.45300808,25,1,17,0.21224499354139
"2184","RETAIL STORE (FOOD)","BENTO SUSHI","TORONTO, ON","M3C 1W6","DON MILLS RD","1050 DON MILLS RD,TORONTO, ON,M3C 1W6",43.7341179,-79.3435326,25,1,21,0.180883859539706
"2185","RETAIL STORE (FOOD)","BOOSTER JUICE","TORONTO, ON","M3J 3N3","STEELES AVE W","2081 STEELES AVE W,TORONTO, ON,M3J 3N3",43.7859629,-79.4742406,25,1,21,0.0755485599835532
"2186","RETAIL STORE (FOOD)","NOSSO TALHO PARTNERSHIP","TORONTO, ON","M6H 1M3","BLOOR ST W","1046 BLOOR ST W,TORONTO, ON,M6H 1M3",43.6606608,-79.43224467,25,1,36,1.79698000467362
"2187","RETAIL STORE (FOOD)","DANFORTH MEDICAL PHARMACY","TORONTO, ON","M4J 1M3","DANFORTH AVE","1156 DANFORTH AVE,TORONTO, ON,M4J 1M3",43.68141069,-79.33332551,25,1,31,0.229403012349523
"2188","RETAIL STORE (FOOD)","FITNESS CONNECTION","TORONTO, ON","M3C 1V6","DON MILLS RD","900 DON MILLS RD,TORONTO, ON,M3C 1V6",43.7268057,-79.3415071,25,1,17,2.64236978987668
"2189","RETAIL STORE (FOOD)","DOLLARAMA","TORONTO, ON","M5V 1M3","KING ST W","590 KING ST W,TORONTO, ON,M5V 1M3",43.6446536,-79.3997578,25,1,23,0.687603723723441
"2190","RETAIL STORE (FOOD)","NOSSO TALHO PARTNERSHIP","TORONTO, ON","M6H 1M3","BLOOR ST W","1048 BLOOR ST W,TORONTO, ON,M6H 1M3",43.660647,-79.43230348,25,1,28,1.66036664499881
"2191","RETAIL STORE (FOOD)","NOSSO TALHO PARTNERSHIP","TORONTO, ON","M6H 1M3","BLOOR ST W","1042 BLOOR ST W,TORONTO, ON,M6H 1M3",43.660708,-79.4321287,25,1,33,0.604510547593236
"2192","RETAIL STORE (FOOD)","COPPA'S FRESH MARKET","TORONTO, ON","M3H 5S7","DUFFERIN ST","4750 DUFFERIN ST,TORONTO, ON,M3H 5S7",43.7766394,-79.4696515,25,1,30,1.14680393501641
"2193","RETAIL STORE (FOOD)","GLOBAL FISH","TORONTO, ON","M3J 3J2","MAGNETIC DR","601 MAGNETIC DR,TORONTO, ON,M3J 3J2",43.7827373,-79.4792936,25,1,29,2.01581412917914
"2194","RETAIL STORE (FOOD)","MSC PRODUCE","TORONTO, ON","M3K 2B6","CARL HALL RD","40 CARL HALL RD,TORONTO, ON,M3K 2B6",43.7500717,-79.4800089,25,1,28,0.772842927380988
"2195","RETAIL STORE (FOOD)","WAL-MART SUPERCENTRE #1139","TORONTO, ON","M3J 1N4","KEELE ST","3757 KEELE ST,TORONTO, ON,M3J 1N4",43.7575088,-79.4893161,25,1,22,0.953208344015193
"2196","RETAIL STORE (FOOD)","ALLWYN'S BAKERY STORE","TORONTO, ON","M3A 2J8","UNDERHILL DR","81 UNDERHILL DR,TORONTO, ON,M3A 2J8",43.7459819,-79.3256596,25,1,23,0.1912806564942
"2197","RETAIL STORE (FOOD)","TIM HORTONS","TORONTO, ON","M3B 2M3","LESLIE ST","1869 LESLIE ST,TORONTO, ON,M3B 2M3",43.75556527,-79.36037694,25,1,17,0.558012505061924
"2198","RETAIL STORE (FOOD)","DOLLARAMA #989","TORONTO, ON","M3A 1Z5","YORK MILLS RD","1277 YORK MILLS RD,TORONTO, ON,M3A 1Z5",43.76031075,-79.32577729,25,1,29,1.78599333568456
"2199","RETAIL STORE (FOOD)","DOLLARAMA #978","TORONTO, ON","M3J 1N1","KEELE ST","3715 KEELE ST,TORONTO, ON,M3J 1N1",43.7562588,-79.4890074,25,1,29,1.00652661804836
"2200","RETAIL STORE (FOOD)","PIONEER DELICATESSEN","TORONTO, ON","M3C 1T2","DON MILLS RD","747 DON MILLS RD,TORONTO, ON,M3C 1T2",43.7144362,-79.3331597,25,1,33,0.587144480409843
"2201","RETAIL STORE (FOOD)","REAL CANADIAN SUPERSTORE","TORONTO, ON","M3C 1V4","DON MILLS RD","825 DON MILLS RD,TORONTO, ON,M3C 1V4",43.722705,-79.33750144,25,1,25,0.247108591254801
"2202","RETAIL STORE (FOOD)","TIM HORTONS","TORONTO, ON","M3A 1C6","LAWRENCE AVE E","1309 LAWRENCE AVE E,TORONTO, ON,M3A 1C6",43.7406839,-79.3243817,25,1,23,1.07250248170913
"2203","RETAIL STORE (FOOD)","PARAMOUNT FINE FOODS","TORONTO, ON","M3M 0B2","WILSON AVE","1235 WILSON AVE,TORONTO, ON,M3M 0B2",43.7231725,-79.48942051,25,1,26,0.385031435638666
"2204","RETAIL STORE (FOOD)","DANFORTH VARIETY","TORONTO, ON","M4J 1M3","DANFORTH AVE","1166 DANFORTH AVE,TORONTO, ON,M4J 1M3",43.68146148,-79.33309113,25,1,29,2.03876891910079
"2205","RETAIL STORE (FOOD)","DRAGON WOK SUPREME","TORONTO, ON","M3N 2V2","FINCH AVE W","1911 FINCH AVE W,TORONTO, ON,M3N 2V2",43.7562406,-79.5149819,25,1,32,0.546641607303172
"2206","RETAIL STORE (FOOD)","THAI EXPRESS","TORONTO, ON","M3M 0B2","WILSON AVE","1235 WILSON AVE,TORONTO, ON,M3M 0B2",43.7231725,-79.48942051,25,1,28,1.99867172530832
"2207","RETAIL STORE (FOOD)","LA COZY GIFTS & DISC","TORONTO, ON","M3C 1T2","DON MILLS RD","747 DON MILLS RD,TORONTO, ON,M3C 1T2",43.7144362,-79.3331597,25,1,30,0.501231148373336
"2208","RETAIL STORE (FOOD)","TIME2TIME","TORONTO, ON","M3J 3T8","KEELE ST","4205 KEELE ST,TORONTO, ON,M3J 3T8",43.7739904,-79.4922422,25,1,25,1.2894583819014
"2209","RETAIL STORE (FOOD)","BULK FOOD MART","TORONTO, ON","M3N 3A1","YORK GATE BLVD","1 YORK GATE BLVD,TORONTO, ON,M3N 3A1",43.7589849,-79.51878067,25,1,20,0.266798758413643
"2210","RETAIL STORE (FOOD)","SHOPPERS DRUG MART","TORONTO, ON","M3J 1P3","KEELE ST","4700 KEELE ST,TORONTO, ON,M3J 1P3",43.7743639,-79.5019774,25,1,28,0.590033308137208
"2211","RETAIL STORE (FOOD)","HEALTHY PLANET - NORTH YORK","TORONTO, ON","M3H 2S1","SHEPPARD AVE W","588 SHEPPARD AVE W,TORONTO, ON,M3H 2S1",43.75553895,-79.43905459,25,1,17,0.533121508419219
"2212","RETAIL STORE (FOOD)","REXALL PHARMACIES","TORONTO, ON","M3M 0B2","WILSON AVE","1235 WILSON AVE,TORONTO, ON,M3M 0B2",43.7231725,-79.48942051,25,1,29,0.226556904613972
"2213","RETAIL STORE (FOOD)","MANNA","TORONTO, ON","M3B 1Y6","YORK MILLS RD","865 YORK MILLS RD,TORONTO, ON,M3B 1Y6",43.7548779,-79.3505868,25,1,21,1.31410811092229
"2214","RETAIL STORE (FOOD)","VITO'S NO FRILLS","TORONTO, ON","M3J 3H6","KEELE ST","3685 KEELE ST,TORONTO, ON,M3J 3H6",43.7541597,-79.4876884,25,1,25,0.299745759970892
"2215","RETAIL STORE (FOOD)","TIM HORTONS #7437","TORONTO, ON","M3K 1E4","WILSON AVE","793 WILSON AVE,TORONTO, ON,M3K 1E4",43.7318536,-79.4600375,25,1,24,0.762873789399044
"2216","RETAIL STORE (FOOD)","PIZZAVILLE","TORONTO, ON","M3M 1J8","WILSON AVE","1201 WILSON AVE,TORONTO, ON,M3M 1J8",43.7244852,-79.4910148,25,1,24,0.453642053063959
"2217","RETAIL STORE (FOOD)","DANFORTH FOOD MARKET","TORONTO, ON","M3J 1N1","KEELE ST","3701 KEELE ST,TORONTO, ON,M3J 1N1",43.7551773,-79.4883549,25,1,23,0.95502916923093
"2218","RETAIL STORE (FOOD)","AISLE 24","TORONTO, ON","M3J 0K9","THE POND RD","105 THE POND RD,TORONTO, ON,M3J 0K9",43.7697454,-79.50136647,25,1,23,0.362492829095572
"2219","RETAIL STORE (FOOD)","YUMMY KITCHEN","TORONTO, ON","M3C 1T2","DON MILLS RD","747 DON MILLS RD,TORONTO, ON,M3C 1T2",43.7144362,-79.3331597,25,1,19,2.12802345851872
"2220","RETAIL STORE (FOOD)","DURANTE'S NO FRILLS","TORONTO, ON","M3N 3A1","YORK GATE BLVD","1 YORK GATE BLVD,TORONTO, ON,M3N 3A1",43.7589849,-79.51878067,25,1,21,3.05085926501785
"2221","RETAIL STORE (FOOD)","BLOOR MEDICAL PHARMACY","TORONTO, ON","M6H 1M3","BLOOR ST W","1062 BLOOR ST W,TORONTO, ON,M6H 1M3",43.660529,-79.4327637,25,1,26,0.794805110390198
"2222","RETAIL STORE (FOOD)","GERRY'S SMOKE & GIFT","TORONTO, ON","M3C 1T2","DON MILLS RD","747 DON MILLS RD,TORONTO, ON,M3C 1T2",43.7144362,-79.3331597,25,1,28,0.675649801269174
"2223","RETAIL STORE (FOOD)","DOLLARAMA #1142","TORONTO, ON","M3N 2V2","FINCH AVE W","1911 FINCH AVE W,TORONTO, ON,M3N 2V2",43.7562406,-79.5149819,25,1,23,1.219545641872
"2224","RETAIL STORE (FOOD)","INS MARKET #5529","TORONTO, ON","M3C 1S1","DON MILLS RD","705 DON MILLS RD,TORONTO, ON,M3C 1S1",43.7095377,-79.3336871,25,1,21,2.76943957979295
"2225","RETAIL STORE (FOOD)","KUMASI HOME MARKET","TORONTO, ON","M3L 2N1","JANE ST","2734 JANE ST,TORONTO, ON,M3L 2N1",43.7434288,-79.5144194,25,1,25,0.431566507280005
"2226","RETAIL STORE (FOOD)","SHEPPARD PLAZA CARD VARIETY","TORONTO, ON","M3H 2S1","SHEPPARD AVE W","636 SHEPPARD AVE W,TORONTO, ON,M3H 2S1",43.7551753,-79.4408806,25,1,21,1.4515993499419
"2227","RETAIL STORE (FOOD)","241 PIZZA","TORONTO, ON","M3N 3A1","YORK GATE BLVD","1 YORK GATE BLVD,TORONTO, ON,M3N 3A1",43.7589849,-79.51878067,25,1,17,0.204671995714307
"2228","RETAIL STORE (FOOD)","C&C SUPERMARKET","TORONTO, ON","M3C 1V6","DON MILLS RD","888 DON MILLS RD,TORONTO, ON,M3C 1V6",43.72539905,-79.34161079,25,1,26,1.32529252279595
"2229","RETAIL STORE (FOOD)","THE KNITTING LOFT","TORONTO, ON","M3K 1E1","WILSON AVE","672 WILSON AVE,TORONTO, ON,M3K 1E1",43.732082,-79.4617022,25,1,22,0.037376918442717
"2230","RETAIL STORE (FOOD)","99 CENT DEPOT","TORONTO, ON","M3C 1T2","DON MILLS RD","747 DON MILLS RD,TORONTO, ON,M3C 1T2",43.7144362,-79.3331597,25,1,25,0.472911599092185
