"","Category","Operating.Name","city","Zip","Street","Address","lat","long","lamda","mu","qCustomer","tCustomer"
"117","RETAIL STORE (FOOD)","DANFORTH NEIGHBOURHOOD PHARMACY CARE","TORONTO, ON","M4C 1K9","DANFORTH AVE","2416 DANFORTH AVE,TORONTO, ON,M4C 1K9",43.68766115,-79.30495525,25,1,35,0.40990605391562
"118","RETAIL STORE (FOOD)","BENTO SUSHI","TORONTO, ON","M4C 1M9","DANFORTH AVE","3003 DANFORTH AVE,TORONTO, ON,M4C 1M9",43.689662,-79.28900608,25,1,24,0.272010905668139
"119","RETAIL STORE (FOOD)","CARE AND HEALTH CENTRE PHARMACY","TORONTO, ON","M4C 1M1","DANFORTH AVE","2928 DANFORTH AVE,TORONTO, ON,M4C 1M1",43.69017954,-79.29340458,25,1,27,3.1362215449685
"120","RETAIL STORE (FOOD)","MEDICARE DRUG MART","TORONTO, ON","M4C 1L7","DANFORTH AVE","2772 DANFORTH AVE,TORONTO, ON,M4C 1L7",43.68937152,-79.29702992,25,1,27,0.256549365075175
"121","RETAIL STORE (FOOD)","EAST OF YORK GOURMET FOOD COMPANY","TORONTO, ON","M4C 1J4","DANFORTH AVE","1904 DANFORTH AVE,TORONTO, ON,M4C 1J4",43.68500871,-79.31657028,25,1,15,1.01742271793139
"122","RETAIL STORE (FOOD)","SUBHAN HALAL PIZZA & CHICKEN","TORONTO, ON","M4C 1M6","DANFORTH AVE","2970 DANFORTH AVE,TORONTO, ON,M4C 1M6",43.6905375,-79.29216057,25,1,25,1.8753281327987
"123","RETAIL STORE (FOOD)","ZARIKO UNITED, OLD'S COOL GENERAL STORE","TORONTO, ON","M4C 4T4","WESTLAKE AVE","250 WESTLAKE AVE,TORONTO, ON,M4C 4T4",43.6945074,-79.3084526,25,1,28,0.27194300316403
"124","RETAIL STORE (FOOD)","NISHITA FARM FRESH","TORONTO, ON","M4C 1M6","DANFORTH AVE","2988 DANFORTH AVE,TORONTO, ON,M4C 1M6",43.6905879,-79.2917073,25,1,33,0.439322415273637
"125","RETAIL STORE (FOOD)","THE POP STAND","TORONTO, ON","M4C 1H8","DANFORTH AVE","1686 DANFORTH AVE,TORONTO, ON,M4C 1H8",43.684097,-79.3207517,25,1,20,0.302228883355179
"126","RETAIL STORE (FOOD)","A TO Z DISCOUNT","TORONTO, ON","M4C 1L1","DANFORTH AVE","2535 DANFORTH AVE,TORONTO, ON,M4C 1L1",43.6879175,-79.30224214,25,1,28,0.618591642938554
"127","RETAIL STORE (FOOD)","BENTO SUSHI","TORONTO, ON","M4C 1L1","DANFORTH AVE","2451 DANFORTH AVE,TORONTO, ON,M4C 1L1",43.6873839,-79.3047551,25,1,29,2.73454632783744
"128","RETAIL STORE (FOOD)","U-NARU SUSHI MGH","TORONTO, ON","M4C 3E7","COXWELL AVE","825 COXWELL AVE,TORONTO, ON,M4C 3E7",43.69016025,-79.3250179,25,1,31,2.19618067731221
"129","RETAIL STORE (FOOD)","M&M FOOD MARKET","TORONTO, ON","M4C 1M9","DANFORTH AVE","3003 DANFORTH AVE,TORONTO, ON,M4C 1M9",43.689662,-79.28900608,25,1,24,2.47355858037684
"130","RETAIL STORE (FOOD)","MARY'S BRIGADEIRO","TORONTO, ON","M4C 1J4","DANFORTH AVE","1912 DANFORTH AVE,TORONTO, ON,M4C 1J4",43.68504036,-79.31643166,25,1,31,0.121092320885509
"131","RETAIL STORE (FOOD)","NATURE'S SIGNATURE","TORONTO, ON","M4C 1M9","DANFORTH AVE","3003 DANFORTH AVE,TORONTO, ON,M4C 1M9",43.689662,-79.28900608,25,1,22,2.30311572045361
"132","RETAIL STORE (FOOD)","KERA FRESH MEAT","TORONTO, ON","M4C 1L8","DANFORTH AVE","2749 DANFORTH AVE,TORONTO, ON,M4C 1L8",43.68903836,-79.29727073,25,1,21,0.387684696353972
"133","RETAIL STORE (FOOD)","ARYA BAKERY & SWEET","TORONTO, ON","M4C 1L7","DANFORTH AVE","2622 DANFORTH AVE,TORONTO, ON,M4C 1L7",43.68861658,-79.30036937,25,1,30,1.76605617432835
"134","RETAIL STORE (FOOD)","ELLIOTT'S CIGAR","TORONTO, ON","M4C 1M1","DANFORTH AVE","2790 DANFORTH AVE,TORONTO, ON,M4C 1M1",43.68951998,-79.29635327,25,1,29,0.486023835229815
"135","RETAIL STORE (FOOD)","AGA VARIETY","TORONTO, ON","M4C 1J9","DANFORTH AVE","2090 DANFORTH AVE,TORONTO, ON,M4C 1J9",43.6859154,-79.31236449,25,1,21,1.85733970235784
"136","RETAIL STORE (FOOD)","MINI VARIETY","TORONTO, ON","M4C 1M9","DANFORTH AVE","3003 DANFORTH AVE,TORONTO, ON,M4C 1M9",43.689662,-79.28900608,25,1,34,1.28118449445338
"137","RETAIL STORE (FOOD)","TIM HORTONS","TORONTO, ON","M4C 1M9","DANFORTH AVE","3003 DANFORTH AVE,TORONTO, ON,M4C 1M9",43.689662,-79.28900608,25,1,29,0.138681718173078
"138","RETAIL STORE (FOOD)","REAL BARGAIN","TORONTO, ON","M4C 1L1","DANFORTH AVE","2505 DANFORTH AVE,TORONTO, ON,M4C 1L1",43.6877955,-79.3028615,25,1,21,0.370615364983678
"139","RETAIL STORE (FOOD)","BEAUTY BARGAIN AND VARIETY STORE","TORONTO, ON","M4C 1L8","DANFORTH AVE","2763 DANFORTH AVE,TORONTO, ON,M4C 1L8",43.6891228,-79.2969686,25,1,34,0.519353917334229
"140","RETAIL STORE (FOOD)","FRESH 1 MARKET","TORONTO, ON","M4C 1J4","DANFORTH AVE","1942 DANFORTH AVE,TORONTO, ON,M4C 1J4",43.68517248,-79.3157745,25,1,31,4.67849432279296
"141","RETAIL STORE (FOOD)","MAIN CONVENIENCE","TORONTO, ON","M4C 1L7","DANFORTH AVE","2682 DANFORTH AVE,TORONTO, ON,M4C 1L7",43.6889401,-79.29891953,25,1,13,1.034636602695
"142","RETAIL STORE (FOOD)","AMPERSAND BAKEHOUSE","TORONTO, ON","M4C 1H8","DANFORTH AVE","1808 DANFORTH AVE,TORONTO, ON,M4C 1H8",43.6845783,-79.3185426,25,1,24,0.279797200113535
"143","RETAIL STORE (FOOD)","STAPLES CANADA","TORONTO, ON","M4C 1M9","DANFORTH AVE","3003 DANFORTH AVE,TORONTO, ON,M4C 1M9",43.689662,-79.28900608,25,1,18,1.40188340834322
"144","RETAIL STORE (FOOD)","MIMI'S CONVENIENCE","TORONTO, ON","M4C 1H8","DANFORTH AVE","1686 DANFORTH AVE,TORONTO, ON,M4C 1H8",43.684097,-79.3207517,25,1,30,0.718461605678213
"145","RETAIL STORE (FOOD)","SHOPPERS DRUG MART#862","TORONTO, ON","M4C 1M9","DANFORTH AVE","3003 DANFORTH AVE,TORONTO, ON,M4C 1M9",43.689662,-79.28900608,25,1,23,0.691466017626226
"146","RETAIL STORE (FOOD)","JEMILA DUBAI COFFEE AND VARIETY","TORONTO, ON","M4C 1M1","DANFORTH AVE","2846 DANFORTH AVE,TORONTO, ON,M4C 1M1",43.68977414,-79.29522206,25,1,17,1.0486589744267
"147","RETAIL STORE (FOOD)","SAFFRON HALAL MEAT & GROCERY","TORONTO, ON","M4C 1L7","DANFORTH AVE","2640 DANFORTH AVE,TORONTO, ON,M4C 1L7",43.68871364,-79.29993442,25,1,21,2.62349342931645
"148","RETAIL STORE (FOOD)","CHERCHER BUTCHER STORE","TORONTO, ON","M4C 1M1","DANFORTH AVE","2808 DANFORTH AVE,TORONTO, ON,M4C 1M1",43.68959531,-79.29600623,25,1,27,1.20164006478609
"149","RETAIL STORE (FOOD)","TORONTO EAST HEALTH NETWORK","TORONTO, ON","M4C 3E7","COXWELL AVE","825 COXWELL AVE,TORONTO, ON,M4C 3E7",43.69016025,-79.3250179,25,1,30,0.0684621525391206
"150","RETAIL STORE (FOOD)","SHOLA VEGANITHALI","TORONTO, ON","M4C 1L7","DANFORTH AVE","2768 DANFORTH AVE,TORONTO, ON,M4C 1L7",43.68935415,-79.29710436,25,1,25,0.0395501516759396
"151","RETAIL STORE (FOOD)","REHOBOTH CAFE","TORONTO, ON","M4C 1L8","DANFORTH AVE","2737 DANFORTH AVE,TORONTO, ON,M4C 1L8",43.68897832,-79.29752798,25,1,25,3.0282369328845
"152","RETAIL STORE (FOOD)","J K PIZZA","TORONTO, ON","M4C 3E7","COXWELL AVE","825 COXWELL AVE,TORONTO, ON,M4C 3E7",43.69016025,-79.3250179,25,1,22,0.929139121393573
"153","RETAIL STORE (FOOD)","ORIENTAL CHOPSTICKS","TORONTO, ON","M4C 3E7","COXWELL AVE","825 COXWELL AVE,TORONTO, ON,M4C 3E7",43.69016025,-79.3250179,25,1,40,0.895439329428307
"154","RETAIL STORE (FOOD)","TIM HORTONS","TORONTO, ON","M4C 3E7","COXWELL AVE","825 COXWELL AVE,TORONTO, ON,M4C 3E7",43.69016025,-79.3250179,25,1,30,0.11601942172274
"155","RETAIL STORE (FOOD)","TIM HORTONS","TORONTO, ON","M4C 2Z7","O'CONNOR DR","561 O'CONNOR DR,TORONTO, ON,M4C 2Z7",43.6977219,-79.3290027,25,1,17,0.293447313830256
"156","RETAIL STORE (FOOD)","WINE RACK","TORONTO, ON","M4C 1J4","DANFORTH AVE","1862 DANFORTH AVE,TORONTO, ON,M4C 1J4",43.68482879,-79.31735343,25,1,22,2.41697375538472
"157","RETAIL STORE (FOOD)","SHOPPERS DRUG MART #814","TORONTO, ON","M4C 1K9","DANFORTH AVE","2494 DANFORTH AVE,TORONTO, ON,M4C 1K9",43.6880294,-79.3032774,25,1,20,0.0944334787042026
"158","RETAIL STORE (FOOD)","WINE RACK","TORONTO, ON","M4C 1M9","DANFORTH AVE","3003 DANFORTH AVE,TORONTO, ON,M4C 1M9",43.689662,-79.28900608,25,1,20,0.726722540291858
"159","RETAIL STORE (FOOD)","DANFORTH VILLAGE","TORONTO, ON","M4C 1L1","DANFORTH AVE","2517 DANFORTH AVE,TORONTO, ON,M4C 1L1",43.6878443,-79.30261376,25,1,20,0.422862499486655
"160","PERSONAL SERVICES SETTINGS","SAM HAIRSTYLING PLACE","TORONTO, ON","M4C 1H8","DANFORTH AVE","1786 DANFORTH AVE,TORONTO, ON,M4C 1H8",43.68448614,-79.31893582,15,0.5,11,0.661152294836938
"161","PERSONAL SERVICES SETTINGS","MARCA COLLEGE OF HAIR & ESTHETICS","TORONTO, ON","M4C 1M1","DANFORTH AVE","2902 DANFORTH AVE,TORONTO, ON,M4C 1M1",43.69006492,-79.29393514,15,0.5,18,1.49229776507392
"162","PERSONAL SERVICES SETTINGS","CUT 4U","TORONTO, ON","M4C 1K3","DANFORTH AVE","2164 DANFORTH AVE,TORONTO, ON,M4C 1K3",43.68630974,-79.31060148,15,0.5,25,9.131296313795
"163","PERSONAL SERVICES SETTINGS","SALON 3000","TORONTO, ON","M4C 1L7","DANFORTH AVE","2706 DANFORTH AVE,TORONTO, ON,M4C 1L7",43.68906951,-79.2983396,15,0.5,17,0.0375592960044742
"164","PERSONAL SERVICES SETTINGS","CAROUSEL HAIRSTYLING","TORONTO, ON","M4C 1M6","DANFORTH AVE","2956 DANFORTH AVE,TORONTO, ON,M4C 1M6",43.6903834,-79.292549,15,0.5,13,2.08503774917665
"165","PERSONAL SERVICES SETTINGS","HAIR MODERN CUT","TORONTO, ON","M4C 1J4","DANFORTH AVE","1914 DANFORTH AVE,TORONTO, ON,M4C 1J4",43.68504828,-79.31639701,15,0.5,8,0.0105833085253835
"166","PERSONAL SERVICES SETTINGS","SUN SILK HAIR DESIGN","TORONTO, ON","M4C 1M1","DANFORTH AVE","2912 DANFORTH AVE,TORONTO, ON,M4C 1M1",43.69012228,-79.29367238,15,0.5,8,6.72723221745262
"167","PERSONAL SERVICES SETTINGS","ZOMA BEAUTY SALON","TORONTO, ON","M4C 1K4","DANFORTH AVE","2219 DANFORTH AVE,TORONTO, ON,M4C 1K4",43.68633218,-79.30927797,15,0.5,20,0.175826035439968
"168","PERSONAL SERVICES SETTINGS","WORLD OF HAIR DESIGN","TORONTO, ON","M4C 1M9","DANFORTH AVE","3003 DANFORTH AVE,TORONTO, ON,M4C 1M9",43.689662,-79.28900608,15,0.5,15,0.0059386920183897
"169","PERSONAL SERVICES SETTINGS","HIP- HAIRS IN PLACE CONTINUED","TORONTO, ON","M4C 1L8","DANFORTH AVE","2739 DANFORTH AVE,TORONTO, ON,M4C 1L8",43.68898833,-79.2974851,15,0.5,14,2.43796344651821
"170","PERSONAL SERVICES SETTINGS","E-CLIPS","TORONTO, ON","M4C 1J9","DANFORTH AVE","2144 DANFORTH AVE,TORONTO, ON,M4C 1J9",43.68618625,-79.31120222,15,0.5,14,2.08805410369279
"171","PERSONAL SERVICES SETTINGS","NAILS HOUSE","TORONTO, ON","M4C 1K4","DANFORTH AVE","2171 DANFORTH AVE,TORONTO, ON,M4C 1K4",43.686101,-79.31030271,15,0.5,17,2.49227801515701
"172","PERSONAL SERVICES SETTINGS","BARBERSLOUNGE","TORONTO, ON","M4C 1J4","DANFORTH AVE","1878 DANFORTH AVE,TORONTO, ON,M4C 1J4",43.68490585,-79.31702078,15,0.5,17,1.01416281145066
"173","PERSONAL SERVICES SETTINGS","MACY SKIN CARE","TORONTO, ON","M4C 1L7","DANFORTH AVE","2692 DANFORTH AVE,TORONTO, ON,M4C 1L7",43.68899402,-79.29867789,15,0.5,14,4.64766657699771
"174","PERSONAL SERVICES SETTINGS","PELLAS HAIR STUDIO","TORONTO, ON","M4C 1J4","DANFORTH AVE","1924 DANFORTH AVE,TORONTO, ON,M4C 1J4",43.6850766,-79.3162116,15,0.5,27,1.86252646326067
"175","PERSONAL SERVICES SETTINGS","EMINENT BEAUTY CENTRE","TORONTO, ON","M4C 1K9","DANFORTH AVE","2434 DANFORTH AVE,TORONTO, ON,M4C 1K9",43.68774655,-79.30455868,15,0.5,17,0.0126670298542749
"176","PERSONAL SERVICES SETTINGS","NAILS ON DANFORTH","TORONTO, ON","M4C 1K3","DANFORTH AVE","2180 DANFORTH AVE,TORONTO, ON,M4C 1K3",43.68638124,-79.31028455,15,0.5,15,0.120676519019167
"177","PERSONAL SERVICES SETTINGS","GENESIS SPA AND SALON","TORONTO, ON","M4C 1M9","DANFORTH AVE","3003 DANFORTH AVE,TORONTO, ON,M4C 1M9",43.689662,-79.28900608,15,0.5,17,2.4251298046762
"178","PERSONAL SERVICES SETTINGS","SHEGA HAIR SALON AND BEAUTY PRODUCTS","TORONTO, ON","M4C 1L7","DANFORTH AVE","2634 DANFORTH AVE,TORONTO, ON,M4C 1L7",43.6887013,-79.3002197,15,0.5,16,0.261174904182553
"179","PERSONAL SERVICES SETTINGS","SAVVI & CO HAIR SALON","TORONTO, ON","M4C 1K9","DANFORTH AVE","2418 DANFORTH AVE,TORONTO, ON,M4C 1K9",43.68767064,-79.30491119,15,0.5,16,1.4875282106038
"180","PERSONAL SERVICES SETTINGS","STYLIN CHIC SALON SCARBOROUGH","TORONTO, ON","M4C 1L8","DANFORTH AVE","2763 DANFORTH AVE,TORONTO, ON,M4C 1L8",43.6891228,-79.2969686,15,0.5,20,0.185533232986927
"181","PERSONAL SERVICES SETTINGS","DERMA BAR","TORONTO, ON","M4C 1K2","DANFORTH AVE","2145 DANFORTH AVE,TORONTO, ON,M4C 1K2",43.68593337,-79.3110992,15,0.5,15,0.864407699555159
"182","PERSONAL SERVICES SETTINGS","SUGAR NAIL BAR","TORONTO, ON","M4C 1H8","DANFORTH AVE","1842 DANFORTH AVE,TORONTO, ON,M4C 1H8",43.68474062,-79.31794708,15,0.5,21,0.211914793588221
"183","PERSONAL SERVICES SETTINGS","BLVD CLINIC","TORONTO, ON","M4C 1K9","DANFORTH AVE","2434 DANFORTH AVE,TORONTO, ON,M4C 1K9",43.68774655,-79.30455868,15,0.5,16,2.03907876267078
"184","LAUNDRY","CLEAN SWEEP COIN LAUNDRIES","TORONTO, ON","M4C 1L7","DANFORTH AVE","2752 DANFORTH AVE,TORONTO, ON,M4C 1L7",43.68928468,-79.29740213,5,0.25,7,8.40054290691271
"185","LAUNDRY","A P 1 HOUR CLEANERS","TORONTO, ON","M4C 1J8","DANFORTH AVE","2061 DANFORTH AVE,TORONTO, ON,M4C 1J8",43.6854364,-79.31326367,5,0.25,5,2.21247196011245
"186","LAUNDRY","WISHY WASHY COIN LAUNDRY","TORONTO, ON","M4C 1M9","DANFORTH AVE","3003 DANFORTH AVE,TORONTO, ON,M4C 1M9",43.689662,-79.28900608,5,0.25,7,1.94832807965577
"187","VAPOUR PRODUCT RETAILER","VAPERWERX","TORONTO, ON","M4C 1L7","DANFORTH AVE","2696 DANFORTH AVE,TORONTO, ON,M4C 1L7",43.68901559,-79.29858124,10,0.5,14,2.85980674980168
"188","PAWN SHOP","THE PAWN SHOP","TORONTO, ON","M4C 1H8","DANFORTH AVE","1814 DANFORTH AVE,TORONTO, ON,M4C 1H8",43.68460346,-79.31843534,2,0.5,1,0.0290346369147301
"189","PUBLIC GARAGE","TORONTO HONDA","TORONTO, ON","M4C 1K4","DANFORTH AVE","2245 DANFORTH AVE,TORONTO, ON,M4C 1K4",43.6864574,-79.3087229,20,2,26,0.1626022430472
"190","PUBLIC GARAGE","TORONTO TOP GEAR AUTO","TORONTO, ON","M4C 1K3","DANFORTH AVE","2156 DANFORTH AVE,TORONTO, ON,M4C 1K3",43.6862803,-79.3107403,20,2,23,0.180674078175798
"191","PUBLIC GARAGE","CIRCLEK 52638","TORONTO, ON","M4C 2Z7","O'CONNOR DR","561 O'CONNOR DR,TORONTO, ON,M4C 2Z7",43.6977219,-79.3290027,20,2,13,0.466660391518331
"192","PUBLIC GARAGE","PREMIUM PLUS AUTO SALES","TORONTO, ON","M4C 1K3","DANFORTH AVE","2156 DANFORTH AVE,TORONTO, ON,M4C 1K3",43.6862803,-79.3107403,20,2,20,1.6999351157898
"193","PUBLIC GARAGE","TORONTO HONDA","TORONTO, ON","M4C 1K3","DANFORTH AVE","2258 DANFORTH AVE,TORONTO, ON,M4C 1K3",43.6867298,-79.3087395,20,2,20,0.254760075360537
"194","PUBLIC GARAGE","ACTIVE GREEN+ROSS TIRE & AUTOMOTIVE CENTRE 1750","TORONTO, ON","M4C 1H8","DANFORTH AVE","1750 DANFORTH AVE,TORONTO, ON,M4C 1H8",43.68433207,-79.31962899,20,2,21,0.220304133137688
"195","EATING ESTABLISHMENT","BISTRO CAMINO","TORONTO, ON","M4C 1L7","DANFORTH AVE","2750 DANFORTH AVE,TORONTO, ON,M4C 1L7",43.689276,-79.29743935,45,0.5,63,1.68363355091753
"196","EATING ESTABLISHMENT","EDIE'S PLACE BAR & CAFE","TORONTO, ON","M4C 1J9","DANFORTH AVE","2100 DANFORTH AVE,TORONTO, ON,M4C 1J9",43.6859614,-79.31217222,45,0.5,39,0.271753368899226
"197","EATING ESTABLISHMENT","SWISS BAKERY & FAST FOOD","TORONTO, ON","M4C 1M6","DANFORTH AVE","2984 DANFORTH AVE,TORONTO, ON,M4C 1M6",43.69056234,-79.29181251,45,0.5,49,5.18286538914329
"198","EATING ESTABLISHMENT","MAKKAH RESTAURANT","TORONTO, ON","M4C 1M6","DANFORTH AVE","2980 DANFORTH AVE,TORONTO, ON,M4C 1M6",43.6906595,-79.29179892,45,0.5,46,0.817806633189321
"199","EATING ESTABLISHMENT","HAPPY DAY'S RESTAURANT & BAR","TORONTO, ON","M4C 1H8","DANFORTH AVE","1802 DANFORTH AVE,TORONTO, ON,M4C 1H8",43.68455318,-79.31864983,45,0.5,45,0.962162188254297
"200","EATING ESTABLISHMENT","DANFORTH ROTI SHOP","TORONTO, ON","M4C 1M1","DANFORTH AVE","2844 DANFORTH AVE,TORONTO, ON,M4C 1M1",43.68976473,-79.29526333,45,0.5,48,0.731481026554284
"201","EATING ESTABLISHMENT","SUBWAY","TORONTO, ON","M4C 3E7","COXWELL AVE","825 COXWELL AVE,TORONTO, ON,M4C 3E7",43.69016025,-79.3250179,45,0.5,42,0.226079953834414
"202","EATING ESTABLISHMENT","LUCY ETHOPIA RESTAURANT","TORONTO, ON","M4C 1H8","DANFORTH AVE","1690 DANFORTH AVE,TORONTO, ON,M4C 1H8",43.6841474,-79.3206969,45,0.5,58,2.70838889471235
"203","EATING ESTABLISHMENT","PIZZA PIZZA","TORONTO, ON","M4C 1M2","DANFORTH AVE","2795 DANFORTH AVE,TORONTO, ON,M4C 1M2",43.6894344,-79.2955916,45,0.5,48,3.28124415308176
"204","EATING ESTABLISHMENT","KFC #1336","TORONTO, ON","M4C 1L2","DANFORTH AVE","2500 DANFORTH AVE,TORONTO, ON,M4C 1L2",43.68823,-79.30277959,45,0.5,44,0.0388623233884573
"205","EATING ESTABLISHMENT","PIZZA NOVA","TORONTO, ON","M4C 1J4","DANFORTH AVE","1954 DANFORTH AVE,TORONTO, ON,M4C 1J4",43.6852364,-79.3154831,45,0.5,42,0.194937212547637
"206","EATING ESTABLISHMENT","SUBWAY","TORONTO, ON","M4C 1M9","DANFORTH AVE","3003 DANFORTH AVE,TORONTO, ON,M4C 1M9",43.689662,-79.28900608,45,0.5,37,1.222112653777
"207","EATING ESTABLISHMENT","SUBWAY SANDWICHES","TORONTO, ON","M4C 1L5","DANFORTH AVE","2575 DANFORTH AVE,TORONTO, ON,M4C 1L5",43.688399,-79.2998499,45,0.5,49,0.517016885859127
"208","EATING ESTABLISHMENT","MR TASTY'S DRIVE-IN","TORONTO, ON","M4C 1L8","DANFORTH AVE","2743 DANFORTH AVE,TORONTO, ON,M4C 1L8",43.6889582,-79.2975186,45,0.5,46,0.832457427756702
"209","EATING ESTABLISHMENT","GELATO ON THE DANNY","TORONTO, ON","M4C 1H8","DANFORTH AVE","1772 DANFORTH AVE,TORONTO, ON,M4C 1H8",43.6844682,-79.3192268,45,0.5,55,0.0943908067420125
"210","EATING ESTABLISHMENT","POPEYES CHICKEN & BISCUIT","TORONTO, ON","M4C 1L8","DANFORTH AVE","2731 DANFORTH AVE,TORONTO, ON,M4C 1L8",43.6889483,-79.2976566,45,0.5,36,0.307410659384951
"211","EATING ESTABLISHMENT","DOUBLE SUSHI JAPANESE RESTAURANT","TORONTO, ON","M4C 1M2","DANFORTH AVE","2795 DANFORTH AVE,TORONTO, ON,M4C 1M2",43.6894344,-79.2955916,45,0.5,57,2.44343976295533
"212","EATING ESTABLISHMENT","SU-GOOD CHINESE RESTAURANT","TORONTO, ON","M4C 1L7","DANFORTH AVE","2626 DANFORTH AVE,TORONTO, ON,M4C 1L7",43.6886684,-79.3002663,45,0.5,55,0.451170702464879
"213","EATING ESTABLISHMENT","THE JEM RESTAURANT","TORONTO, ON","M4C 1L7","DANFORTH AVE","2662 DANFORTH AVE,TORONTO, ON,M4C 1L7",43.68883226,-79.29940281,45,0.5,44,2.88082199910536
"214","EATING ESTABLISHMENT","GRILLIES","TORONTO, ON","M4C 1L7","DANFORTH AVE","2632 DANFORTH AVE,TORONTO, ON,M4C 1L7",43.6886705,-79.30012773,45,0.5,48,1.39931751220467
"215","EATING ESTABLISHMENT","RITZ CARIBBEAN FOODS","TORONTO, ON","M4C 1M9","DANFORTH AVE","3003 DANFORTH AVE,TORONTO, ON,M4C 1M9",43.689662,-79.28900608,45,0.5,50,1.07703967764974
"216","EATING ESTABLISHMENT","KC CARIBBEAN CUSINE","TORONTO, ON","M4C 1L7","DANFORTH AVE","2708 DANFORTH AVE,TORONTO, ON,M4C 1L7",43.6890803,-79.29829127,45,0.5,38,2.07564822389724
"217","EATING ESTABLISHMENT","DANFORTH AND WESTLAKE","TORONTO, ON","M4C 1K9","DANFORTH AVE","2408 DANFORTH AVE,TORONTO, ON,M4C 1K9",43.6876232,-79.3051315,45,0.5,59,0.405844285906557
"218","EATING ESTABLISHMENT","LEN DUCKWORTH FISH & CHIPS","TORONTO, ON","M4C 1L7","DANFORTH AVE","2638 DANFORTH AVE,TORONTO, ON,M4C 1L7",43.68870286,-79.29998275,45,0.5,44,5.29353673358388
"219","EATING ESTABLISHMENT","GYOKO SUSHI","TORONTO, ON","M4C 1K2","DANFORTH AVE","2143 DANFORTH AVE,TORONTO, ON,M4C 1K2",43.68592086,-79.31115467,45,0.5,42,0.0800250968802768
"220","EATING ESTABLISHMENT","CUMIN FINE INDIAN KITCHEN","TORONTO, ON","M4C 1H8","DANFORTH AVE","1820 DANFORTH AVE,TORONTO, ON,M4C 1H8",43.6846286,-79.3183281,45,0.5,42,2.87370061485057
"221","EATING ESTABLISHMENT","OSMOW'S","TORONTO, ON","M4C 1L8","DANFORTH AVE","2763 DANFORTH AVE,TORONTO, ON,M4C 1L8",43.6891228,-79.2969686,45,0.5,43,2.80312367026519
"222","EATING ESTABLISHMENT","COFFEE HOUSE","TORONTO, ON","M4C 3E7","COXWELL AVE","825 COXWELL AVE,TORONTO, ON,M4C 3E7",43.69016025,-79.3250179,45,0.5,48,0.193969949035781
"223","EATING ESTABLISHMENT","THAI ROOM DANFORTH","TORONTO, ON","M4C 1J8","DANFORTH AVE","2063 DANFORTH AVE,TORONTO, ON,M4C 1J8",43.68544471,-79.31322485,45,0.5,50,1.34963518101722
"224","EATING ESTABLISHMENT","PIZZA NOVA","TORONTO, ON","M4C 1L8","DANFORTH AVE","2763 DANFORTH AVE,TORONTO, ON,M4C 1L8",43.6891228,-79.2969686,45,0.5,43,0.515452458028529
"225","EATING ESTABLISHMENT","BURGER KING","TORONTO, ON","M4C 1M9","DANFORTH AVE","3003 DANFORTH AVE,TORONTO, ON,M4C 1M9",43.689662,-79.28900608,45,0.5,40,3.10626108363734
"226","EATING ESTABLISHMENT","LOCAL 1794","TORONTO, ON","M4C 1H8","DANFORTH AVE","1794 DANFORTH AVE,TORONTO, ON,M4C 1H8",43.68451966,-79.31879282,45,0.5,48,0.984063950367272
"227","EATING ESTABLISHMENT","CHURCH'S CHICKEN","TORONTO, ON","M4C 1M9","DANFORTH AVE","3003 DANFORTH AVE,TORONTO, ON,M4C 1M9",43.689662,-79.28900608,45,0.5,48,0.1112913302712
"228","EATING ESTABLISHMENT","CELENA'S BAKERY","TORONTO, ON","M4C 1J4","DANFORTH AVE","1938 DANFORTH AVE,TORONTO, ON,M4C 1J4",43.68515117,-79.31587163,45,0.5,39,0.176804661517323
"229","EATING ESTABLISHMENT","TRECCE","TORONTO, ON","M4C 1H8","DANFORTH AVE","1792 DANFORTH AVE,TORONTO, ON,M4C 1H8",43.68451128,-79.31882857,45,0.5,49,1.46706186040285
"230","EATING ESTABLISHMENT","MAIN EVENT","TORONTO, ON","M4C 1M1","DANFORTH AVE","2856 DANFORTH AVE,TORONTO, ON,M4C 1M1",43.6898212,-79.2950157,45,0.5,46,0.0984367867803826
"231","EATING ESTABLISHMENT","REAL FRUIT BUBBLE TEA","TORONTO, ON","M4C 1M9","DANFORTH AVE","3003 DANFORTH AVE,TORONTO, ON,M4C 1M9",43.689662,-79.28900608,45,0.5,33,1.54514655439087
"232","EATING ESTABLISHMENT","POURED COFFEE","TORONTO, ON","M4C 1K4","DANFORTH AVE","2165 DANFORTH AVE,TORONTO, ON,M4C 1K4",43.6860721,-79.3104308,45,0.5,40,0.694126285612583
"233","EATING ESTABLISHMENT","THE ELLERY MARKET & CATERING","TORONTO, ON","M4C 1J4","DANFORTH AVE","1870 DANFORTH AVE,TORONTO, ON,M4C 1J4",43.6848742,-79.3171594,45,0.5,49,1.79521694025936
"234","EATING ESTABLISHMENT","ROYAL SHAWARMA & KABAB","TORONTO, ON","M4C 1M9","DANFORTH AVE","3003 DANFORTH AVE,TORONTO, ON,M4C 1M9",43.689662,-79.28900608,45,0.5,43,0.901798974722624
