"","Category","Operating.Name","city","Zip","Street","Address","lat","long"
"1536","EATING ESTABLISHMENT","LENA RESTAURANTE","TORONTO, ON","M5C 2L7","YONGE ST","176 YONGE ST,TORONTO, ON,M5C 2L7",43.6516516,-79.3807192
"1537","EATING ESTABLISHMENT","HIBACHI","TORONTO, ON","M5V 2V4","WELLINGTON ST W","550 WELLINGTON ST W,TORONTO, ON,M5V 2V4",43.642841,-79.401797
"1538","EATING ESTABLISHMENT","POKE GUYS","TORONTO, ON","M5G 1P5","ELIZABETH ST","112 ELIZABETH ST,TORONTO, ON,M5G 1P5",43.6545585,-79.3848206
"1539","EATING ESTABLISHMENT","MIX BISTRO","TORONTO, ON","M5V 1J9","KING ST W","370 KING ST W,TORONTO, ON,M5V 1J9",43.64645425,-79.3918087956904
"1540","EATING ESTABLISHMENT","KA CHI RESTAURANT","TORONTO, ON","M5T 1K6","ST ANDREW ST","8 ST ANDREW ST,TORONTO, ON,M5T 1K6",43.6543678823529,-79.3992280588235
"1541","EATING ESTABLISHMENT","HUNTERS LANDING","TORONTO, ON","M5V 4A6","FORT YORK BLVD","82 FORT YORK BLVD,TORONTO, ON,M5V 4A6",43.6399841,-79.3967281
"1542","EATING ESTABLISHMENT","BLACK BEAR ESPRESSO","TORONTO, ON","M5B 1L2","CARLTON ST","25 CARLTON ST,TORONTO, ON,M5B 1L2",43.6612932,-79.3818577
"1543","EATING ESTABLISHMENT","UNIVERSITY OF TORONTO ANCILLARY SERVICES (FOOD)","TORONTO, ON","M5S 1A5","ST GEORGE ST","130 ST GEORGE ST,TORONTO, ON,M5S 1A5",43.6644349,-79.3994700665162
"1544","EATING ESTABLISHMENT","UNION CHICKEN","TORONTO, ON","M5J 1E6","FRONT ST W","65 FRONT ST W,TORONTO, ON,M5J 1E6",43.6440963,-79.3810054
"1545","EATING ESTABLISHMENT","KIIN RESTAURANT","TORONTO, ON","M5V 1R3","ADELAIDE ST W","326 ADELAIDE ST W,TORONTO, ON,M5V 1R3",43.6476812,-79.3921653
"1546","EATING ESTABLISHMENT","KHAO SAN ROAD","TORONTO, ON","M5V 2H5","CHARLOTTE ST","11 CHARLOTTE ST,TORONTO, ON,M5V 2H5",43.646427,-79.3934770497629
"1547","EATING ESTABLISHMENT","CRIMSON TEAS","TORONTO, ON","M5T 2G6","SPADINA AVE","415 SPADINA AVE,TORONTO, ON,M5T 2G6",43.6569714,-79.3992742223323
"1548","EATING ESTABLISHMENT","PIZZA PIZZA","TORONTO, ON","M5V 1Z6","QUEEN ST W","228 QUEEN ST W,TORONTO, ON,M5V 1Z6",43.6502264,-79.3900351
"1549","EATING ESTABLISHMENT","AU PAIN DORÉ","TORONTO, ON","M5V 3C7","WELLINGTON ST W","200 WELLINGTON ST W,TORONTO, ON,M5V 3C7",43.645944,-79.387904
"1550","EATING ESTABLISHMENT","BASIL BOX - QUEEN & SPADINA","TORONTO, ON","M5V 2A5","QUEEN ST W","441 QUEEN ST W,TORONTO, ON,M5V 2A5",43.6486938,-79.3960416
"1551","EATING ESTABLISHMENT","LOCALS ONLY","TORONTO, ON","M5V 1M5","KING ST W","589 KING ST W,TORONTO, ON,M5V 1M5",43.6443200909091,-79.4002428181818
"1552","EATING ESTABLISHMENT","CHARIDISE","TORONTO, ON","M5T 1L1","BALDWIN ST","27 BALDWIN ST,TORONTO, ON,M5T 1L1",43.6559377,-79.3932614
"1553","EATING ESTABLISHMENT","MCDONALD'S","TORONTO, ON","M5B 1S5","YONGE ST","356 YONGE ST,TORONTO, ON,M5B 1S5",43.6582107,-79.381928
"1554","EATING ESTABLISHMENT","MANIC COFFEE","TORONTO, ON","M5T 1T3","COLLEGE ST","426 COLLEGE ST,TORONTO, ON,M5T 1T3",43.6567582,-79.4070812
"1555","EATING ESTABLISHMENT","SCOTTHILL","TORONTO, ON","M5M 4A2","AVENUE RD","1943 AVENUE RD,TORONTO, ON,M5M 4A2",43.7339528133333,-79.4194652533333
"1556","EATING ESTABLISHMENT","PANAGO PIZZA","TORONTO, ON","M5G 2K2","GERRARD ST W","44 GERRARD ST W,TORONTO, ON,M5G 2K2",43.6589387,-79.3838272
"1557","EATING ESTABLISHMENT","PAPA SPICY","TORONTO, ON","M5T 2G3","SPADINA AVE","339 SPADINA AVE,TORONTO, ON,M5T 2G3",43.655004,-79.398567
"1558","EATING ESTABLISHMENT","COCO FRESH TEA & JUICE","TORONTO, ON","M5T 2G3","SPADINA AVE","371 SPADINA AVE,TORONTO, ON,M5T 2G3",43.6558216,-79.3988967
"1559","EATING ESTABLISHMENT","AROMA ESPRESSO BAR","TORONTO, ON","M5H 3T9","KING ST W","121 KING ST W,TORONTO, ON,M5H 3T9",43.6476852,-79.3829683711884
"1560","EATING ESTABLISHMENT","BOXCAR SOCIAL 3 INC / THE SLIP","TORONTO, ON","M5J 2G8","QUEENS QUAY W","235 QUEENS QUAY W,TORONTO, ON,M5J 2G8",43.6384685,-79.3825027
"1561","EATING ESTABLISHMENT","STARBUCKS #47561","TORONTO, ON","M5A 1L1","KING ST E","351 KING ST E,TORONTO, ON,M5A 1L1",43.6512999,-79.3644336
"1562","EATING ESTABLISHMENT","TASTY'S CARIBBEAN RESTAURANT","TORONTO, ON","M5T 2G6","SPADINA AVE","405 SPADINA AVE,TORONTO, ON,M5T 2G6",43.656795,-79.3992012792777
"1563","EATING ESTABLISHMENT","SIMIT & CHAI COMPANY","TORONTO, ON","M5V 1N4","KING ST W","787 KING ST W,TORONTO, ON,M5V 1N4",43.6429719,-79.406643
"1564","EATING ESTABLISHMENT","SUD FORNO","TORONTO, ON","M5H 4E3","ADELAIDE ST W","40 ADELAIDE ST W,TORONTO, ON,M5H 4E3",43.6501852,-79.3795571
"1565","EATING ESTABLISHMENT","SUBWAY","TORONTO, ON","M5G 2C8","BAY ST","777 BAY ST,TORONTO, ON,M5G 2C8",43.6597907,-79.3849782
"1566","EATING ESTABLISHMENT","FAMOSO NEAPOLITAN PIZZERIA","TORONTO, ON","M5S 1X4","BLOOR ST W","386 BLOOR ST W,TORONTO, ON,M5S 1X4",43.6661878,-79.4068386
"1567","EATING ESTABLISHMENT","WILDLY DELICIOUS","TORONTO, ON","M5A 3C4","MILL ST","55 MILL ST,TORONTO, ON,M5A 3C4",43.6511815,-79.3575749
"1568","EATING ESTABLISHMENT","TASTY CHINESE FOOD","TORONTO, ON","M5T 3K5","MCCAUL ST","109 MCCAUL ST,TORONTO, ON,M5T 3K5",43.6536772,-79.3908145
"1569","EATING ESTABLISHMENT","OMAI RESTAURANT","TORONTO, ON","M5T 1L1","BALDWIN ST","3 BALDWIN ST,TORONTO, ON,M5T 1L1",43.6561145,-79.3923911
"1570","EATING ESTABLISHMENT","CHIPOTLE MEXICAN GRILL","TORONTO, ON","M5V 2A4","QUEEN ST W","319 QUEEN ST W,TORONTO, ON,M5V 2A4",43.6496272,-79.3917184
"1571","EATING ESTABLISHMENT","OSMOW'S","TORONTO, ON","M5V 2B7","QUEEN ST W","611 QUEEN ST W,TORONTO, ON,M5V 2B7",43.6473502,-79.4024487
"1572","EATING ESTABLISHMENT","PIE BAR","TORONTO, ON","M5J 1A7","QUEENS QUAY W","207 QUEENS QUAY W,TORONTO, ON,M5J 1A7",43.638257,-79.3805002
"1573","EATING ESTABLISHMENT","CRAQUE DE CREME","TORONTO, ON","M5R 3H7","BATHURST ST","1360 BATHURST ST,TORONTO, ON,M5R 3H7",43.6799107,-79.4171919
"1574","EATING ESTABLISHMENT","DOMINO'S PIZZA","TORONTO, ON","M5C 1N9","RICHMOND ST E","67 RICHMOND ST E,TORONTO, ON,M5C 1N9",43.6524300434783,-79.3751921304348
"1575","EATING ESTABLISHMENT","A&W","TORONTO, ON","M5M 3X9","AVENUE RD","1638 AVENUE RD,TORONTO, ON,M5M 3X9",43.72581115,-79.4174490983023
"1576","EATING ESTABLISHMENT","LOUIX LOUIS","TORONTO, ON","M5H 4G3","BAY ST","325 BAY ST,TORONTO, ON,M5H 4G3",43.6497715,-79.3803057032168
"1577","EATING ESTABLISHMENT","FRESHII #600","TORONTO, ON","M5B 2H4","YONGE ST","444 YONGE ST,TORONTO, ON,M5B 2H4",43.66056235,-79.3834490593208
"1578","EATING ESTABLISHMENT","TIM HORTONS","TORONTO, ON","M5J 2T3","BAY ST","181 BAY ST,TORONTO, ON,M5J 2T3",43.6465062,-79.3786735
"1579","EATING ESTABLISHMENT","ROLLTATION","TORONTO, ON","M5B 1L2","CARLTON ST","3 CARLTON ST,TORONTO, ON,M5B 1L2",43.6612136,-79.3826809
"1580","EATING ESTABLISHMENT","PIZZA NOVA STORE #57","TORONTO, ON","M5T 1R6","COLLEGE ST","267 COLLEGE ST,TORONTO, ON,M5T 1R6",43.6576064,-79.3995305
"1581","EATING ESTABLISHMENT","CRAFT BEER MARKET RESTAURANT & BAR","TORONTO, ON","M5C 2V9","ADELAIDE ST E","1 ADELAIDE ST E,TORONTO, ON,M5C 2V9",43.65021985,-79.3778786367515
"1582","EATING ESTABLISHMENT","THE HOGTOWN VEGAN ON COLLEGE","TORONTO, ON","M5T 1S7","COLLEGE ST","382 COLLEGE ST,TORONTO, ON,M5T 1S7",43.6571228,-79.4053838
"1583","EATING ESTABLISHMENT","CANTON CHILI RESTAURANT","TORONTO, ON","M5T 2G7","SPADINA AVE","418 SPADINA AVE,TORONTO, ON,M5T 2G7",43.6563033,-79.3996608
"1584","EATING ESTABLISHMENT","THE QUEEN MOTHER CAFE","TORONTO, ON","M5V 1Z2","QUEEN ST W","206 QUEEN ST W,TORONTO, ON,M5V 1Z2",43.6504139333333,-79.3890594666667
"1585","EATING ESTABLISHMENT","HEMISPHERES RESTAURANT & MADE MARKET","TORONTO, ON","M5G 1R3","CHESTNUT ST","108 CHESTNUT ST,TORONTO, ON,M5G 1R3",43.6546817,-79.3861186144511
"1586","EATING ESTABLISHMENT","HENRIETTA LANE","TORONTO, ON","M5A 1L3","KING ST E","394 KING ST E,TORONTO, ON,M5A 1L3",43.654014,-79.3612013333333
"1587","EATING ESTABLISHMENT","AUGUST 8 RESTAURANT","TORONTO, ON","M5T 2E9","SPADINA AVE","331 SPADINA AVE,TORONTO, ON,M5T 2E9",43.6547027,-79.3982542
"1588","EATING ESTABLISHMENT","THE KI GENERAL PARTNERSHIP","TORONTO, ON","M5J 2T3","BAY ST","181 BAY ST,TORONTO, ON,M5J 2T3",43.6465062,-79.3786735
"1589","EATING ESTABLISHMENT","BIG SMOKE BURGER","TORONTO, ON","M5V 1M1","KING ST W","573 KING ST W,TORONTO, ON,M5V 1M1",43.6444087,-79.3995178
"1590","EATING ESTABLISHMENT","BUN SAIGON","TORONTO, ON","M5T 2C2","SPADINA AVE","252 SPADINA AVE,TORONTO, ON,M5T 2C2",43.6516742,-79.3978259
"1591","EATING ESTABLISHMENT","PI CO","TORONTO, ON","M5H 3B3","UNIVERSITY AVE","170 UNIVERSITY AVE,TORONTO, ON,M5H 3B3",43.6485947,-79.3857004
"1592","EATING ESTABLISHMENT","OZZY'S BURGERS","TORONTO, ON","M5T 2L7","AUGUSTA AVE","234 AUGUSTA AVE,TORONTO, ON,M5T 2L7",43.6553601,-79.4025708
"1593","EATING ESTABLISHMENT","MAGIC NOODLE","TORONTO, ON","M5S 1G4","HARBORD ST","93 HARBORD ST,TORONTO, ON,M5S 1G4",43.6626324,-79.403553
"1594","EATING ESTABLISHMENT","HACIENDA LAS AMERICAS","TORONTO, ON","M5T 1T3","COLLEGE ST","424 COLLEGE ST,TORONTO, ON,M5T 1T3",43.6567669,-79.4070259
"1595","EATING ESTABLISHMENT","SLANTED DOOR","TORONTO, ON","M5S 1X8","BLOOR ST W","442 BLOOR ST W,TORONTO, ON,M5S 1X8",43.6657764,-79.4088725
"1596","EATING ESTABLISHMENT","JERK KING FRANCHISING","TORONTO, ON","M5S 1Y3","BLOOR ST W","522 BLOOR ST W,TORONTO, ON,M5S 1Y3",43.6653391,-79.4108292
"1597","EATING ESTABLISHMENT","TORONTO METROPOLITAN UNIVERSITY","TORONTO, ON","M5B 2L1","JARVIS ST","240 JARVIS ST,TORONTO, ON,M5B 2L1",43.6587356,-79.3757585260238
"1598","EATING ESTABLISHMENT","FLATIRON & FIRKIN","TORONTO, ON","M5E 1C9","WELLINGTON ST E","49 WELLINGTON ST E,TORONTO, ON,M5E 1C9",43.6483668,-79.3743953207698
"1599","EATING ESTABLISHMENT","SUSHI STYLE","TORONTO, ON","M5B 2P5","DUNDAS ST E","80 DUNDAS ST E,TORONTO, ON,M5B 2P5",43.65644,-79.3780296
"1600","EATING ESTABLISHMENT","ROSALINDA","TORONTO, ON","M5H 2L3","RICHMOND ST W","133 RICHMOND ST W,TORONTO, ON,M5H 2L3",43.6502826,-79.3848648
"1601","EATING ESTABLISHMENT","CHATIME","TORONTO, ON","M5G 1C3","DUNDAS ST W","132 DUNDAS ST W,TORONTO, ON,M5G 1C3",43.6556486,-79.3847106
"1602","EATING ESTABLISHMENT","FIRST AND LAST COFFEE SHOP","TORONTO, ON","M5R 1V9","DUPONT ST","346 DUPONT ST,TORONTO, ON,M5R 1V9",43.6742967066667,-79.40963272
"1603","EATING ESTABLISHMENT","THE SULTAN'S TENT & CAFE MOROC","TORONTO, ON","M5E 1B3","FRONT ST E","49 FRONT ST E,TORONTO, ON,M5E 1B3",43.6480353,-79.3742806
"1604","EATING ESTABLISHMENT","MADRINA BAR Y TAPERIA","TORONTO, ON","M5A 3C4","TRINITY ST","2 TRINITY ST,TORONTO, ON,M5A 3C4",43.6512444,-79.359962
"1605","EATING ESTABLISHMENT","KAKA ALL YOU CAN EAT","TORONTO, ON","M5G 2K4","BAY ST","655 BAY ST,TORONTO, ON,M5G 2K4",43.6575176,-79.384124
"1606","EATING ESTABLISHMENT","HONG SHING CHINESE RESTAURANT","TORONTO, ON","M5G 1C7","DUNDAS ST W","195 DUNDAS ST W,TORONTO, ON,M5G 1C7",43.6552717,-79.3858927
"1607","EATING ESTABLISHMENT","MR TONKATSU","TORONTO, ON","M5S 1Y3","BLOOR ST W","520 BLOOR ST W,TORONTO, ON,M5S 1Y3",43.6653598,-79.4106977
"1608","EATING ESTABLISHMENT","P.J. O'BRIEN","TORONTO, ON","M5E 1E3","COLBORNE ST","39 COLBORNE ST,TORONTO, ON,M5E 1E3",43.6488983,-79.3753257
"1609","EATING ESTABLISHMENT","GYUGYUYA","TORONTO, ON","M5G 1C7","DUNDAS ST W","177 DUNDAS ST W,TORONTO, ON,M5G 1C7",43.655072,-79.3863314
"1610","EATING ESTABLISHMENT","THEHAAM","TORONTO, ON","M5V 1R7","ADELAIDE ST W","342 1/2 ADELAIDE ST W,TORONTO, ON,M5V 1R7",43.6471581,-79.3935912
"1611","EATING ESTABLISHMENT","MYROTIPLACE","TORONTO, ON","M5V 2A6","QUEEN ST W","406 QUEEN ST W,TORONTO, ON,M5V 2A6",43.6486737,-79.397302
"1612","EATING ESTABLISHMENT","DT ORIENTAL RICE NOODLE HOUSE","TORONTO, ON","M5T 1G7","DUNDAS ST W","414 DUNDAS ST W,TORONTO, ON,M5T 1G7",43.6536808,-79.3950375
"1613","EATING ESTABLISHMENT","JAVA CAFE","TORONTO, ON","M5V 2B6","QUEEN ST W","537 QUEEN ST W,TORONTO, ON,M5V 2B6",43.647833,-79.399745
"1614","EATING ESTABLISHMENT","FORTUNATE FOX","TORONTO, ON","M5S 1V8","BLOOR ST W","280 BLOOR ST W,TORONTO, ON,M5S 1V8",43.6674301,-79.4009744
"1615","EATING ESTABLISHMENT","DROM TABERNA","TORONTO, ON","M5V 2A8","QUEEN ST W","458 QUEEN ST W,TORONTO, ON,M5V 2A8",43.648206,-79.3995577
"1616","EATING ESTABLISHMENT","SUBWAY","TORONTO, ON","M5B 2H9","CARLTON ST","45 CARLTON ST,TORONTO, ON,M5B 2H9",43.6613865,-79.3808574
"1617","EATING ESTABLISHMENT","MCDONALD'S","TORONTO, ON","M5S 1T8","BLOOR ST W","200 BLOOR ST W,TORONTO, ON,M5S 1T8",43.6685845,-79.3952985
"1618","EATING ESTABLISHMENT","AROMA ESPRESSO BAR","TORONTO, ON","M5H 3Y2","KING ST W","40 KING ST W,TORONTO, ON,M5H 3Y2",43.64949675,-79.3795651438561
"1619","EATING ESTABLISHMENT","NORA SHAWRMA AND KABOB","TORONTO, ON","M5T 1S2","COLLEGE ST","339A COLLEGE ST,TORONTO, ON,M5T 1S2",43.6572954,-79.4026413
"1620","EATING ESTABLISHMENT","KIYO","TORONTO, ON","M5R 3J1","BATHURST ST","1384 BATHURST ST,TORONTO, ON,M5R 3J1",43.6805172368421,-79.4174389842105
"1621","EATING ESTABLISHMENT","CLIO TORONTO","TORONTO, ON","M5V 1M3","KING ST W","600 KING ST W,TORONTO, ON,M5V 1M3",43.6445984,-79.3998958
"1622","EATING ESTABLISHMENT","WVRST","TORONTO, ON","M5J 1E6","FRONT ST W","65 FRONT ST W,TORONTO, ON,M5J 1E6",43.6440963,-79.3810054
"1623","EATING ESTABLISHMENT","JAPAN SUSHI","TORONTO, ON","M5S 1X8","BLOOR ST W","482 BLOOR ST W,TORONTO, ON,M5S 1X8",43.6655984,-79.4095696
"1624","EATING ESTABLISHMENT","COCO FRESH TEA & JUICE","TORONTO, ON","M5V 2A2","QUEEN ST W","352 QUEEN ST W,TORONTO, ON,M5V 2A2",43.6491526,-79.3953923
"1625","EATING ESTABLISHMENT","RECTORY CAFE (THE)","TORONTO, ON","M5J 1X9","LAKESHORE AVE","102 LAKESHORE AVE,TORONTO, ON,M5J 1X9",43.62738425,-79.3565335
"1626","EATING ESTABLISHMENT","BLOOMING ORCHID","TORONTO, ON","M5N 1B1","EGLINTON AVE W","525 EGLINTON AVE W,TORONTO, ON,M5N 1B1",43.7032429,-79.4138664698118
"1627","EATING ESTABLISHMENT","THOR ESPRESSO","TORONTO, ON","M5T 1X5","JOHN ST","180 JOHN ST,TORONTO, ON,M5T 1X5",43.6506622,-79.3921289
"1628","EATING ESTABLISHMENT","JIMMY THE GREEK","TORONTO, ON","M5V 3C7","WELLINGTON ST W","200 WELLINGTON ST W,TORONTO, ON,M5V 3C7",43.645944,-79.387904
"1629","EATING ESTABLISHMENT","SHI MIAODAO YUNNAN RICE NOODLE","TORONTO, ON","M5T 2E7","SPADINA AVE","318 SPADINA AVE,TORONTO, ON,M5T 2E7",43.6536299,-79.3986306
"1630","EATING ESTABLISHMENT","GINGER ON QUEEN","TORONTO, ON","M5V 1Z2","QUEEN ST W","212 QUEEN ST W,TORONTO, ON,M5V 1Z2",43.6504407,-79.3892565154291
"1631","EATING ESTABLISHMENT","MAKER PIZZA AVENUE","TORONTO, ON","M5M 3X3","AVENUE RD","1537 AVENUE RD,TORONTO, ON,M5M 3X3",43.7230042,-79.4157201
"1632","EATING ESTABLISHMENT","CAFE ORO DI NAPOLI","TORONTO, ON","M5C 2H2","JARVIS ST","75 JARVIS ST,TORONTO, ON,M5C 2H2",43.651206,-79.372093
"1633","EATING ESTABLISHMENT","LE PAPILLON ON FRONT","TORONTO, ON","M5E 1B5","FRONT ST E","69 FRONT ST E,TORONTO, ON,M5E 1B5",43.6484744,-79.3733173
"1634","EATING ESTABLISHMENT","MARBL RESTAURANT AND BAR/MADEMOISELLE","TORONTO, ON","M5V 1K4","KING ST W","455 KING ST W,TORONTO, ON,M5V 1K4",43.6451219,-79.3961179
"1635","EATING ESTABLISHMENT","410 BASIL BOX","TORONTO, ON","M5T 2S6","BATHURST ST","410 BATHURST ST,TORONTO, ON,M5T 2S6",43.6542022,-79.4069764
"1636","EATING ESTABLISHMENT","KINOYA","TORONTO, ON","M5V 1J5","KING ST W","293 KING ST W,TORONTO, ON,M5V 1J5",43.6463068,-79.3900097
"1637","EATING ESTABLISHMENT","STARBUCKS COFFEE CANADA STORE #56473","TORONTO, ON","M5G 1Y8","UNIVERSITY AVE","439 UNIVERSITY AVE,TORONTO, ON,M5G 1Y8",43.6544421,-79.3876326
"1638","EATING ESTABLISHMENT","SAIGONLOTUS","TORONTO, ON","M5T 1K6","ST ANDREW ST","6 ST ANDREW ST,TORONTO, ON,M5T 1K6",43.6543978,-79.3992829
"1639","EATING ESTABLISHMENT","IKKOUSHA RAMEN","TORONTO, ON","M5V 1Z4","QUEEN ST W","249 QUEEN ST W,TORONTO, ON,M5V 1Z4",43.6502747,-79.3887654
"1640","EATING ESTABLISHMENT","THE LAST TEMPTATION","TORONTO, ON","M5T 2J7","KENSINGTON AVE","12 KENSINGTON AVE,TORONTO, ON,M5T 2J7",43.6531655,-79.4002791
"1641","EATING ESTABLISHMENT","THE PARLOUR RESTUARANT TORONTO","TORONTO, ON","M5V 1M7","KING ST W","642 KING ST W,TORONTO, ON,M5V 1M7",43.6444009,-79.4015624
"1642","EATING ESTABLISHMENT","STAGES RESTAURANT & BAR","TORONTO, ON","M5B 1V8","VICTORIA ST","200 VICTORIA ST,TORONTO, ON,M5B 1V8",43.65442965,-79.379164020315
"1643","EATING ESTABLISHMENT","RAKU","TORONTO, ON","M5V 2A8","QUEEN ST W","456 QUEEN ST W,TORONTO, ON,M5V 2A8",43.6482298,-79.399458
"1644","EATING ESTABLISHMENT","VERITY","TORONTO, ON","M5C 1S2","QUEEN ST E","111 QUEEN ST E,TORONTO, ON,M5C 1S2",43.6532618,-79.3741818
"1645","EATING ESTABLISHMENT","SUBWAY 14721","TORONTO, ON","M5V 3C7","WELLINGTON ST W","200 WELLINGTON ST W,TORONTO, ON,M5V 3C7",43.645944,-79.387904
"1646","EATING ESTABLISHMENT","SHITAMACHI TENDON AKIMITSU","TORONTO, ON","M5G 1H1","ELM ST","41 ELM ST,TORONTO, ON,M5G 1H1",43.6573326,-79.3836135
"1647","EATING ESTABLISHMENT","KONJIKI RAMEN","TORONTO, ON","M5G 1H1","ELM ST","41 ELM ST,TORONTO, ON,M5G 1H1",43.6573326,-79.3836135
"1648","EATING ESTABLISHMENT","SAIGON PAI","TORONTO, ON","M5A 3A2","PARLIAMENT ST","446 PARLIAMENT ST,TORONTO, ON,M5A 3A2",43.6633568818182,-79.3677827272727
"1649","EATING ESTABLISHMENT","ISSMI JAPANESE RESTAURANT","TORONTO, ON","M5M 4A4","AVENUE RD","1984 AVENUE RD,TORONTO, ON,M5M 4A4",43.7351609538462,-79.4200953461539
"1650","EATING ESTABLISHMENT","CHONGQING CHICKEN HOT POT","TORONTO, ON","M5T 2G7","SPADINA AVE","416 SPADINA AVE,TORONTO, ON,M5T 2G7",43.6562598,-79.3996529
"1651","EATING ESTABLISHMENT","TACOS GUS","TORONTO, ON","M5T 2L4","AUGUSTA AVE","225 AUGUSTA AVE,TORONTO, ON,M5T 2L4",43.6543626263158,-79.4017821
"1652","EATING ESTABLISHMENT","SHANGHAI 360","TORONTO, ON","M5H 1T1","ADELAIDE ST W","120 ADELAIDE ST W,TORONTO, ON,M5H 1T1",43.6498399,-79.3829534
"1653","EATING ESTABLISHMENT","THE LITTLE JERRY","TORONTO, ON","M5T 1T3","COLLEGE ST","418 COLLEGE ST,TORONTO, ON,M5T 1T3",43.6568047,-79.4068665
"1654","EATING ESTABLISHMENT","ROLLTATION 10 DUNDAS","TORONTO, ON","M5B 2G9","DUNDAS ST E","10 DUNDAS ST E,TORONTO, ON,M5B 2G9",43.6570352,-79.3804595895349
"1655","EATING ESTABLISHMENT","GUSHI FOODS","TORONTO, ON","M5A 2G4","GERRARD ST E","296 GERRARD ST E,TORONTO, ON,M5A 2G4",43.6623627,-79.3674444
"1656","EATING ESTABLISHMENT","BASIL BOX - YONGE & KING","TORONTO, ON","M5C 1S8","YONGE ST","83 YONGE ST,TORONTO, ON,M5C 1S8",43.6495495,-79.377953
"1657","EATING ESTABLISHMENT","BOOSTER JUICE","TORONTO, ON","M5G 2C2","DUNDAS ST W","20 DUNDAS ST W,TORONTO, ON,M5G 2C2",43.6565398,-79.382409
"1658","EATING ESTABLISHMENT","AZKADENYA MEZZA DINER","TORONTO, ON","M5V 1Z4","QUEEN ST W","235 QUEEN ST W,TORONTO, ON,M5V 1Z4",43.65034265,-79.38834055
"1659","EATING ESTABLISHMENT","KOH LIPE THAI KITCHEN","TORONTO, ON","M5T 1L1","BALDWIN ST","35 BALDWIN ST,TORONTO, ON,M5T 1L1",43.6558832,-79.39345
"1660","EATING ESTABLISHMENT","COMPASS GROUP CANADA","TORONTO, ON","M5C 2L7","YONGE ST","176 YONGE ST,TORONTO, ON,M5C 2L7",43.6516516,-79.3807192
"1661","EATING ESTABLISHMENT","BUTTER CHICKEN ROTI","TORONTO, ON","M5A 4J5","KING ST E","201 KING ST E,TORONTO, ON,M5A 4J5",43.6507787,-79.3698622
"1662","EATING ESTABLISHMENT","MELROSE ON ADELAIDE","TORONTO, ON","M5H 1X6","ADELAIDE ST W","270 ADELAIDE ST W,TORONTO, ON,M5H 1X6",43.6480239,-79.3900269
"1663","EATING ESTABLISHMENT","THE WORKS","TORONTO, ON","M5E 1C7","WELLINGTON ST E","60 WELLINGTON ST E,TORONTO, ON,M5E 1C7",43.64876605,-79.3740903094633
"1664","EATING ESTABLISHMENT","FRESHII","TORONTO, ON","M5S 2S3","WELLESLEY ST W","56 WELLESLEY ST W,TORONTO, ON,M5S 2S3",43.6644628,-79.3874085
"1665","EATING ESTABLISHMENT","CARBONIC COFFEE","TORONTO, ON","M5T 1L1","BALDWIN ST","37 BALDWIN ST,TORONTO, ON,M5T 1L1",43.6558754,-79.3935055
"1666","EATING ESTABLISHMENT","MAJESTY'S PLEASURE","TORONTO, ON","M5R 1B9","YORKVILLE AVE","102-108 YORKVILLE AVE,TORONTO, ON,M5R 1B9",43.6707824,-79.3929111
"1667","EATING ESTABLISHMENT","FIRKIN ON YONGE","TORONTO, ON","M5B 1M4","YONGE ST","207 YONGE ST,TORONTO, ON,M5B 1M4",43.6535901,-79.3795605
"1668","EATING ESTABLISHMENT","WING HOUSE & SPORTS BAR","TORONTO, ON","M5A 3A2","PARLIAMENT ST","420 PARLIAMENT ST,TORONTO, ON,M5A 3A2",43.6628507,-79.3675769
"1669","EATING ESTABLISHMENT","CHOTTO MATTE","TORONTO, ON","M5J 2S1","BAY ST","161 BAY ST,TORONTO, ON,M5J 2S1",43.6469242,-79.3786575
"1670","EATING ESTABLISHMENT","BAR MERCURIO","TORONTO, ON","M5S 1V8","BLOOR ST W","270 BLOOR ST W,TORONTO, ON,M5S 1V8",43.6675661,-79.4003773
"1671","EATING ESTABLISHMENT","THE DIRTY BIRD KENSINGTON","TORONTO, ON","M5T 2K2","KENSINGTON AVE","79 KENSINGTON AVE,TORONTO, ON,M5T 2K2",43.654681,-79.400533
"1672","EATING ESTABLISHMENT","THE DESSERT KITCHEN","TORONTO, ON","M5S 1G4","HARBORD ST","73 HARBORD ST,TORONTO, ON,M5S 1G4",43.6627967,-79.4027836
"1673","EATING ESTABLISHMENT","JIAOLEGEJI","TORONTO, ON","M5T 2G3","SPADINA AVE","373 SPADINA AVE,TORONTO, ON,M5T 2G3",43.6558497,-79.3989118
"1674","EATING ESTABLISHMENT","SOUTH ST. BURGER CO.","TORONTO, ON","M5H 2V6","BAY ST","360 BAY ST,TORONTO, ON,M5H 2V6",43.6507283,-79.3812997
"1675","EATING ESTABLISHMENT","MONKEY SUSHI","TORONTO, ON","M5S 1Y2","BLOOR ST W","493 BLOOR ST W,TORONTO, ON,M5S 1Y2",43.6656804692308,-79.4079182692308
"1676","EATING ESTABLISHMENT","ARIA RESTORANTE","TORONTO, ON","M5J 2L5","YORK ST","25 YORK ST,TORONTO, ON,M5J 2L5",43.6434729,-79.3809208154655
"1677","EATING ESTABLISHMENT","BANGKOK QUEEN","TORONTO, ON","M5V 2B5","QUEEN ST W","580 QUEEN ST W,TORONTO, ON,M5V 2B5",43.64737,-79.4037589
